"","schoolid","schoolName","urban","charter","schPctnonw","schPctsped","schPctfree","MathAvgScore.0","MathAvgScore.1","MathAvgScore.2"
"1624","Dtype 7 Dnum 4059 Snum 10","CROSSLAKE COMMUNITY CHARTER SCHOOL",0,1,0.090909091,0.272727273,0.454545455,650.3,649.9,652.8
"1627","Dtype 7 Dnum 4067 Snum 10","AURORA CHARTER SCHOOL",1,1,0,0.029411765,0.882352941,639.9,640.8,646.8
"1630","Dtype 7 Dnum 4068 Snum 10","EXCELL ACADEMY CHARTER",1,1,0.923076923,0.051282051,0.794871795,640.5,636.6,641.1
"1633","Dtype 7 Dnum 4070 Snum 10","HOPE COMMUNITY ACADEMY",1,1,0.9375,0,0.875,654.9,649.1,660.7
"1636","Dtype 7 Dnum 4073 Snum 10","ACADEMIA CESAR CHAVEZ CHARTER SCH.",1,1,0,0.142857143,0.928571429,634.5,640.1,640.3
"1639","Dtype 7 Dnum 4078 Snum 10","MN INTERNATIONAL MIDDLE CHARTER",1,1,0.975308642,0.037037037,1,641.3,634.1,641.1
"1642","Dtype 7 Dnum 4084 Snum 10","NORTH SHORE COMMUNITY SCHOOL",1,1,0,0.051282051,0.384615385,654.6,652.3,656.9
"1645","Dtype 7 Dnum 4086 Snum 10","WOODSON INSTITUTE FOR EXCELLENCE CH",1,1,0,0.151515152,0.96969697,645.3,647.2,640.8
"1648","Dtype 7 Dnum 4088 Snum 10","URBAN ACADEMY CHARTER SCHOOL",1,1,0.941176471,0.294117647,0.941176471,626.9,631.7,637.8
"1651","Dtype 7 Dnum 4091 Snum 10","ARTECH",1,1,0.071428571,0.071428571,0.285714286,651.7,650.2,653.9
"1654","Dtype 7 Dnum 4097 Snum 10","PARTNERSHIP ACADEMY, INC.",1,1,0,0,1,NA,NA,653.3
"1655","Dtype 7 Dnum 4098 Snum 20","NOVA CLASSICAL ACADEMY UPPER SCHOOL",1,1,0.166666667,0.092592593,0.074074074,NA,NA,663.3
"1656","Dtype 7 Dnum 4099 Snum 10","TAREK IBN ZIYAD ACADEMY",1,1,0,0,0.818181818,656.2,659.2,667.5
"1659","Dtype 7 Dnum 4099 Snum 20","TAREK IBN ZIYAD ACADEMY BLAINE",1,1,0,0,0.6,NA,NA,667
"1660","Dtype 7 Dnum 4103 Snum 20","HMONG COLLEGE PREP MIDDLE ACADEMY",1,1,0.9,0.4,0.8,NA,NA,638.4
"1661","Dtype 7 Dnum 4115 Snum 10","MINNEAPOLIS ACADEMY CHARTER SCHOOL",1,1,0.6875,0.21875,0.84375,644.4,644.1,648.1
"1664","Dtype 7 Dnum 4116 Snum 10","LAKES INTERNATIONAL LANGUAGE ADMY",1,1,0.2,0.066666667,0.233333333,657.2,657.3,652.8
"1667","Dtype 7 Dnum 4118 Snum 10","KALEIDOSCOPE CHARTER SCHOOL",0,1,0.104166667,0.145833333,0.041666667,650,655.4,650.7
"1670","Dtype 7 Dnum 4120 Snum 20","ST CROIX PREPARATORY ACADEMY MIDDLE",1,1,0.048780488,0.024390244,0.048780488,NA,NA,663.7
"1671","Dtype 7 Dnum 4122 Snum 10","EAGLE RIDGE ACADEMY CHARTER SCHOOL",1,1,0.081632653,0.020408163,0.102040816,661.3,656.9,659
"1674","Dtype 7 Dnum 4124 Snum 10","BEACON ACADEMY",1,1,0.217391304,0.260869565,0.239130435,NA,651,652.2
"1676","Dtype 7 Dnum 4126 Snum 10","PRAIRIE SEEDS ACADEMY",1,1,0,0.065217391,0.913043478,NA,643.7,640
"1678","Dtype 7 Dnum 4127 Snum 10","TEAM ACADEMY",1,1,0.076923077,0.230769231,0.153846154,652.6,657.9,656.8
"1681","Dtype 7 Dnum 4133 Snum 10","BEACON PREPARATORY SCHOOL",1,1,0.229166667,0.208333333,0.375,653.1,656.2,659
"1684","Dtype 7 Dnum 4135 Snum 10","ROCHESTER MATH & SCIENCE ACADEMY",1,1,0,0,0.947368421,649.2,652.5,655.7
"1687","Dtype 7 Dnum 4137 Snum 10","SWAN RIVER MONTESSORI CHARTER SCH",1,1,0,0.2,0.4,644.9,NA,NA
"1688","Dtype 7 Dnum 4139 Snum 10","LOVEWORKS ACADEMY FOR ARTS",1,1,0.904761905,0.095238095,0.666666667,640.1,628.9,642.6
"1691","Dtype 7 Dnum 4140 Snum 10","YINGHUA ACADEMY",1,1,0.7,0,0.1,NA,NA,663.4
"1692","Dtype 7 Dnum 4141 Snum 10","PAIDEIA ACADEMY CHARTER SCHOOL",1,1,0.159090909,0.090909091,0.25,652.2,648.6,653.8
"1695","Dtype 7 Dnum 4142 Snum 10","STRIDE ACADEMY CHARTER SCHOOL",1,1,0.352941176,0.294117647,0.617647059,652.2,656,655.7
"1698","Dtype 7 Dnum 4143 Snum 10","NEW MILLENIUM ACADEMY CHARTER SCH",1,1,0,0,0.85106383,651.9,646.8,647.4
"1701","Dtype 7 Dnum 4144 Snum 10","GREEN ISLE COMMUNITY SCHOOL",0,1,0,0.363636364,0.363636364,NA,NA,650.6
"1702","Dtype 7 Dnum 4149 Snum 10","CYGNUS ACADEMY",1,1,0.045454545,0.136363636,0.227272727,646.6,648.8,655.6
"1705","Dtype 7 Dnum 4153 Snum 10","DUGSI ACADEMY",1,1,0,0,1,645.3,634.7,NA
"1707","Dtype 7 Dnum 4155 Snum 10","NAYTAHWAUSH COMMUNITY SCHOOL",0,1,0,0.444444444,1,645.5,NA,NA
"1708","Dtype 7 Dnum 4161 Snum 10","NEW DISCOVERIES MONTESSORI ACADEMY",1,1,0.071428571,0.214285714,0.428571429,642.4,644.5,648.6
"1711","Dtype 7 Dnum 4163 Snum 10","LEARNING FOR LEADERSHIP CHARTER",1,1,0.846153846,0.153846154,0.923076923,634.7,632.9,631.5
"1714","Dtype 7 Dnum 4164 Snum 10","LAURA JEFFREY ACADEMY CHARTER",1,1,0.391304348,0.028985507,0.217391304,NA,648,656.1
"1716","Dtype 7 Dnum 4168 Snum 10","GLACIAL HILLS ELEMENTARY",0,1,0,0.235294118,0.352941176,NA,NA,658.7
"1717","Dtype 7 Dnum 4171 Snum 10","NOBLE ACADEMY",1,1,0,0.083333333,0.916666667,NA,650.7,650.6
"1719","Dtype 7 Dnum 4172 Snum 10","CLARKFIELD CHARTER SCHOOL",0,1,0.083333333,0.166666667,0.833333333,NA,NA,652.2
"1720","Dtype 7 Dnum 4180 Snum 10","EMILY O. GOODRIDGE-GREY ACCELERATED",1,1,0,0.2,1,NA,626.1,632.6
"1722","Dtype 7 Dnum 4182 Snum 10","QUEST ACADEMY",1,1,0.315789474,0.315789474,0.368421053,NA,639,637.1
"1724","Dtype 7 Dnum 4185 Snum 10","DAVINCI ACADEMY",1,1,0,0.083333333,0.208333333,NA,646.3,651.6
"1726","Dtype 7 Dnum 4186 Snum 10","GLOBAL ACADEMY",1,1,0.454545455,0,0.909090909,NA,651.1,672.3
"1728","Dtype 7 Dnum 4188 Snum 10","COLOGNE ACADEMY",0,1,0.076923077,0,0.461538462,NA,NA,653.2
"1729","Dtype 7 Dnum 4191 Snum 10","KIPP MINNESOTA CHARTER SCHOOL",1,1,0,0.179104478,0.880597015,NA,NA,641.3
"1730","Dtype 7 Dnum 4192 Snum 10","BEST ACADEMY",1,1,0,0.16,0.6,NA,652.4,650.7
"1732","Dtype 7 Dnum 4194 Snum 10","CANNON RIVER STEM SCHOOL",1,1,0.052631579,0.105263158,0.315789474,NA,NA,651.4
"1733","Dtype 7 Dnum 4196 Snum 10","RICHARD ALLEN MATH&SCIENCE ACADEMY",1,1,0.818181818,0.454545455,0.545454545,NA,NA,631.2
