"","location","age","total","numLT5","roof"
"1433","IlocosRegion",42,7,0,"Predominantly Light/Salvaged Material"
"1434","Visayas",50,2,0,"Predominantly Light/Salvaged Material"
"1435","Visayas",30,4,2,"Predominantly Light/Salvaged Material"
"1436","Visayas",83,5,2,"Predominantly Strong Material"
"1437","MetroManila",53,7,2,"Predominantly Strong Material"
"1438","CentralLuzon",60,4,0,"Predominantly Strong Material"
"1439","CentralLuzon",24,2,0,"Predominantly Strong Material"
"1440","IlocosRegion",62,4,2,"Predominantly Strong Material"
"1441","DavaoRegion",28,0,0,"Predominantly Strong Material"
"1442","IlocosRegion",73,2,0,"Predominantly Strong Material"
"1443","DavaoRegion",53,10,4,"Predominantly Strong Material"
"1444","Visayas",77,2,0,"Predominantly Strong Material"
"1445","MetroManila",68,0,0,"Predominantly Strong Material"
"1446","Visayas",58,7,0,"Predominantly Strong Material"
"1447","DavaoRegion",63,3,0,"Predominantly Strong Material"
"1448","Visayas",38,3,1,"Predominantly Strong Material"
"1449","Visayas",55,9,0,"Predominantly Strong Material"
"1450","Visayas",40,6,1,"Predominantly Strong Material"
"1451","Visayas",41,6,1,"Predominantly Light/Salvaged Material"
"1452","Visayas",38,3,1,"Predominantly Strong Material"
"1453","DavaoRegion",38,3,1,"Predominantly Strong Material"
"1454","Visayas",64,3,0,"Predominantly Strong Material"
"1455","Visayas",42,4,0,"Predominantly Light/Salvaged Material"
"1456","DavaoRegion",67,2,0,"Predominantly Strong Material"
"1457","MetroManila",41,5,0,"Predominantly Strong Material"
"1458","CentralLuzon",36,4,1,"Predominantly Strong Material"
"1459","DavaoRegion",76,5,1,"Predominantly Strong Material"
"1460","MetroManila",49,5,0,"Predominantly Strong Material"
"1461","CentralLuzon",47,3,0,"Predominantly Strong Material"
"1462","IlocosRegion",45,4,0,"Predominantly Strong Material"
"1463","MetroManila",34,3,1,"Predominantly Strong Material"
"1464","CentralLuzon",61,5,0,"Predominantly Strong Material"
"1465","Visayas",54,2,0,"Predominantly Light/Salvaged Material"
"1466","Visayas",61,6,0,"Predominantly Strong Material"
"1467","CentralLuzon",70,1,0,"Predominantly Strong Material"
"1468","Visayas",54,1,0,"Predominantly Strong Material"
"1469","DavaoRegion",72,6,2,"Predominantly Strong Material"
"1470","Visayas",39,3,1,"Predominantly Strong Material"
"1471","Visayas",36,2,1,"Predominantly Strong Material"
"1472","MetroManila",55,7,2,"Predominantly Strong Material"
"1473","Visayas",60,3,0,"Predominantly Strong Material"
"1474","Visayas",54,3,0,"Predominantly Light/Salvaged Material"
"1475","MetroManila",67,8,1,"Predominantly Strong Material"
"1476","DavaoRegion",51,6,1,"Predominantly Strong Material"
"1477","CentralLuzon",41,3,1,"Predominantly Strong Material"
"1478","Visayas",57,1,0,"Predominantly Strong Material"
"1479","Visayas",64,4,0,"Predominantly Strong Material"
"1480","MetroManila",52,5,0,"Predominantly Strong Material"
"1481","Visayas",27,3,2,"Predominantly Strong Material"
"1482","Visayas",42,3,0,"Predominantly Strong Material"
"1483","Visayas",27,3,2,"Predominantly Light/Salvaged Material"
"1484","DavaoRegion",51,8,1,"Predominantly Strong Material"
"1485","CentralLuzon",47,6,0,"Predominantly Strong Material"
"1486","Visayas",62,4,0,"Predominantly Strong Material"
"1487","Visayas",59,4,0,"Predominantly Strong Material"
"1488","Visayas",68,2,0,"Predominantly Strong Material"
"1489","CentralLuzon",52,3,0,"Predominantly Strong Material"
"1490","DavaoRegion",62,0,0,"Predominantly Light/Salvaged Material"
"1491","MetroManila",62,3,0,"Predominantly Strong Material"
"1492","Visayas",38,5,2,"Predominantly Strong Material"
"1493","IlocosRegion",68,7,2,"Predominantly Strong Material"
"1494","MetroManila",82,3,0,"Predominantly Strong Material"
"1495","IlocosRegion",56,7,1,"Predominantly Strong Material"
"1496","Visayas",37,2,0,"Predominantly Strong Material"
"1497","MetroManila",45,3,1,"Predominantly Strong Material"
"1498","MetroManila",34,4,1,"Predominantly Strong Material"
"1499","IlocosRegion",58,3,0,"Predominantly Strong Material"
"1500","IlocosRegion",78,1,0,"Predominantly Strong Material"
