id,days,last_scraped,host_since,room_type,bathrooms,bedrooms,price,number_of_reviews,review_scores_cleanliness,review_scores_location,review_scores_value,instant_bookable
14687244,678,4/2/2017,5/25/2015,Entire home/apt,1,0,220,6,9,10,10,f
14687431,223,4/2/2017,8/22/2016,Shared room,1,1,40,0,NA,NA,NA,f
14688352,424,4/2/2017,2/3/2016,Private room,1,1,103,1,NA,NA,NA,f
14688547,223,4/2/2017,8/22/2016,Shared room,1,1,80,0,NA,NA,NA,t
14689147,227,4/2/2017,8/18/2016,Entire home/apt,1,2,450,30,10,10,9,t
14689515,223,4/2/2017,8/22/2016,Private room,1,1,50,0,NA,NA,NA,t
14689860,307,4/2/2017,5/30/2016,Entire home/apt,1,1,250,7,8,10,9,f
14689935,1174,4/2/2017,1/14/2014,Entire home/apt,1,2,135,17,10,10,10,t
14690075,563,4/2/2017,9/17/2015,Shared room,1,1,50,17,10,9,9,t
14690331,773,4/2/2017,2/19/2015,Entire home/apt,1,1,280,9,10,10,10,f
14690845,225,4/2/2017,8/20/2016,Entire home/apt,1,1,90,3,2,8,5,f
14690954,223,4/2/2017,8/22/2016,Entire home/apt,1,0,185,38,10,10,9,f
14691107,929,4/2/2017,9/16/2014,Private room,1,1,45,29,10,9,10,t
14691598,223,4/2/2017,8/22/2016,Entire home/apt,1,0,115,14,10,10,10,f
14691805,223,4/2/2017,8/22/2016,Private room,1,1,50,7,9,9,9,f
14691841,223,4/2/2017,8/22/2016,Entire home/apt,1,1,165,0,NA,NA,NA,f
14692083,834,4/2/2017,12/20/2014,Private room,1,1,100,5,6,10,8,f
14692405,223,4/2/2017,8/22/2016,Entire home/apt,1,0,159,18,8,9,8,t
14692593,223,4/2/2017,8/22/2016,Entire home/apt,2,5,199,0,NA,NA,NA,f
14693176,223,4/2/2017,8/22/2016,Shared room,1,1,40,1,10,10,10,f
14693952,409,4/3/2017,2/19/2016,Private room,1,1,70,44,10,10,9,t
14694009,1365,4/3/2017,7/8/2013,Private room,1,1,60,2,10,10,8,t
14694075,223,4/2/2017,8/22/2016,Private room,1,1,30,6,7,6,8,t
14694588,223,4/2/2017,8/22/2016,Private room,1,1,80,15,10,10,10,t
14694916,374,4/2/2017,3/24/2016,Private room,1,1,90,10,7,9,8,t
14695001,665,4/2/2017,6/7/2015,Entire home/apt,1,1,125,15,9,10,9,f
14695099,392,4/2/2017,3/6/2016,Entire home/apt,1,1,600,0,NA,NA,NA,f
14695540,1149,4/2/2017,2/8/2014,Private room,1,1,47,17,10,9,10,t
14696162,1177,4/2/2017,1/11/2014,Private room,2,1,38,3,10,8,10,f
14696313,1853,4/2/2017,3/6/2012,Private room,1,1,90,5,8,10,10,f
14696501,899,4/2/2017,10/16/2014,Private room,1,1,65,1,10,10,10,f
14696542,224,4/2/2017,8/21/2016,Private room,1,1,60,31,10,9,10,f
14698446,548,4/2/2017,10/2/2015,Private room,1,1,60,3,10,10,10,f
14699186,715,4/2/2017,4/18/2015,Entire home/apt,1,1,100,2,7,8,9,t
14703292,223,4/3/2017,8/23/2016,Entire home/apt,1,0,108,6,10,10,10,f
14703733,432,4/2/2017,1/26/2016,Entire home/apt,1,1,80,5,10,8,9,f
14704211,791,4/2/2017,2/1/2015,Entire home/apt,2,5,192,1,10,10,8,f
14704979,755,4/2/2017,3/9/2015,Private room,1,1,30,7,8,8,8,f
14705110,1628,4/2/2017,10/17/2012,Private room,1,1,125,16,9,10,10,f
14706575,1384,4/2/2017,6/18/2013,Entire home/apt,1,1,75,3,9,9,10,f
14706784,801,4/2/2017,1/22/2015,Shared room,1,1,78,14,10,10,10,f
14706785,1611,4/2/2017,11/3/2012,Entire home/apt,1,1,150,0,NA,NA,NA,f
14707466,1883,4/2/2017,2/5/2012,Private room,1,1,75,1,10,NA,NA,f
14707551,1048,4/2/2017,5/20/2014,Private room,1,1,30,16,10,10,10,f
14707648,1189,4/2/2017,12/30/2013,Entire home/apt,1,0,150,27,10,9,9,f
14707675,1730,4/2/2017,7/7/2012,Private room,1,1,100,33,10,10,10,t
14708057,1590,4/2/2017,11/24/2012,Private room,1,1,90,22,9,9,9,t
14708259,295,4/2/2017,6/11/2016,Entire home/apt,1,1,89,0,NA,NA,NA,t
14708934,1025,4/2/2017,6/12/2014,Entire home/apt,1,1,180,30,9,10,9,t
14709102,312,4/2/2017,5/25/2016,Private room,1,1,42,7,9,10,9,t
14709693,222,4/2/2017,8/23/2016,Entire home/apt,1,0,65,0,NA,NA,NA,f
14710115,731,4/2/2017,4/2/2015,Entire home/apt,2,2,250,10,10,10,10,f
14710717,1232,4/2/2017,11/17/2013,Private room,1,1,80,33,10,10,10,f
14710763,222,4/2/2017,8/23/2016,Entire home/apt,1,1,145,30,10,9,9,f
14711340,928,4/2/2017,9/17/2014,Entire home/apt,1,0,122,6,10,10,10,f
14711796,2220,4/2/2017,3/5/2011,Entire home/apt,1,1,160,0,NA,NA,NA,f
14712227,422,4/2/2017,2/5/2016,Private room,1,1,120,6,10,9,9,t
14712405,704,4/2/2017,4/29/2015,Private room,1,1,60,4,10,10,10,t
14712508,222,4/2/2017,8/23/2016,Private room,1,1,59,6,8,9,8,f
14712550,243,4/2/2017,8/2/2016,Private room,2,1,88,35,10,10,10,f
14713464,222,4/2/2017,8/23/2016,Entire home/apt,1,1,85,26,9,10,9,t
14713599,1498,4/2/2017,2/24/2013,Private room,1,1,120,44,9,10,9,t
14713830,225,4/2/2017,8/20/2016,Private room,1,1,200,0,NA,NA,NA,t
14713835,225,4/2/2017,8/20/2016,Private room,1,1,227,0,NA,NA,NA,t
14713931,1088,4/2/2017,4/10/2014,Private room,1.5,1,175,16,9,10,9,f
14713936,1858,4/2/2017,3/1/2012,Entire home/apt,1,0,350,2,10,10,9,f
14713983,222,4/2/2017,8/23/2016,Private room,1,1,71,3,10,10,10,f
14714093,741,4/2/2017,3/23/2015,Private room,1,1,55,32,10,9,10,t
14714119,565,4/2/2017,9/15/2015,Private room,1,1,49,1,8,8,8,t
14714371,222,4/2/2017,8/23/2016,Entire home/apt,1,3,200,0,NA,NA,NA,f
14714527,845,4/2/2017,12/9/2014,Private room,1,1,95,4,10,10,10,f
14714536,494,4/2/2017,11/25/2015,Private room,1,1,48,0,NA,NA,NA,t
14715080,646,4/2/2017,6/26/2015,Private room,1,1,60,0,NA,NA,NA,f
14715103,544,4/2/2017,10/6/2015,Entire home/apt,1,1,75,8,9,9,9,f
14715325,986,4/2/2017,7/21/2014,Entire home/apt,1,1,125,31,9,9,9,t
14715382,361,4/2/2017,4/6/2016,Private room,1,1,80,4,10,9,9,f
14716077,669,4/2/2017,6/3/2015,Private room,1,1,55,3,NA,NA,NA,f
14716155,232,4/3/2017,8/14/2016,Private room,1,1,55,39,10,9,9,t
14716281,1740,4/2/2017,6/27/2012,Entire home/apt,2.5,3,253,17,10,8,9,f
14716403,331,4/2/2017,5/6/2016,Private room,1,1,80,1,NA,NA,NA,t
14716586,231,4/2/2017,8/14/2016,Private room,1,1,40,30,10,9,10,t
14716742,221,4/2/2017,8/24/2016,Private room,1,1,350,0,NA,NA,NA,f
14720550,1289,4/2/2017,9/21/2013,Private room,1.5,1,50,9,10,10,10,f
14721149,971,4/2/2017,8/5/2014,Private room,1,1,71,5,6,9,6,t
14721995,1773,4/2/2017,5/25/2012,Private room,1,1,40,1,8,10,10,f
14722102,778,4/2/2017,2/14/2015,Entire home/apt,1,1,350,2,10,10,10,f
14723039,221,4/2/2017,8/24/2016,Entire home/apt,1.5,2,198,1,10,10,10,f
14723166,406,4/3/2017,2/22/2016,Entire home/apt,1,0,250,3,9,9,9,f
14723366,222,4/2/2017,8/23/2016,Private room,1.5,1,56,7,10,10,10,t
14723414,906,4/2/2017,10/9/2014,Shared room,1,1,59,35,8,10,9,t
14724070,908,4/2/2017,10/7/2014,Private room,1,1,130,0,NA,NA,NA,f
14724181,221,4/2/2017,8/24/2016,Private room,1,1,85,8,10,10,10,f
14724479,731,4/2/2017,4/2/2015,Private room,1,1,59,3,10,10,9,t
14724495,582,4/2/2017,8/29/2015,Entire home/apt,2,4,300,3,9,9,10,t
14725304,478,4/2/2017,12/11/2015,Entire home/apt,1,0,129,23,9,10,9,f
14725626,899,4/2/2017,10/16/2014,Private room,1,1,60,13,10,9,10,t
14725750,396,4/2/2017,3/2/2016,Private room,1,1,85,3,10,10,9,f
14725758,2314,4/2/2017,12/1/2010,Private room,1,1,70,2,10,10,10,f
14725781,762,4/2/2017,3/2/2015,Entire home/apt,2,2,375,4,10,10,10,f
14725877,591,4/2/2017,8/20/2015,Shared room,1,1,75,0,NA,NA,NA,f
14725899,1279,4/2/2017,10/1/2013,Private room,1,1,115,7,10,9,9,t
14726498,221,4/2/2017,8/24/2016,Private room,1,1,56,20,10,9,10,f
14726699,355,4/2/2017,4/12/2016,Entire home/apt,1,0,49,0,NA,NA,NA,t
14726735,264,4/2/2017,7/12/2016,Entire home/apt,3,4,350,2,9,9,10,f
14728630,1331,4/2/2017,8/10/2013,Entire home/apt,1,1,150,2,10,10,8,f
14728788,272,4/2/2017,7/4/2016,Private room,1,1,59,5,9,10,10,f
14729645,221,4/2/2017,8/24/2016,Private room,1,1,90,15,9,10,10,f
14729742,221,4/2/2017,8/24/2016,Entire home/apt,1,2,275,29,7,9,8,f
14729863,303,4/2/2017,6/3/2016,Private room,1,1,52,30,10,9,10,f
14730556,1083,4/2/2017,4/15/2014,Private room,1,1,60,21,9,10,10,t
14730708,2085,4/2/2017,7/18/2011,Entire home/apt,2.5,2,1750,8,9,10,10,f
14730767,460,4/2/2017,12/29/2015,Private room,1,1,25,1,2,8,8,f
14730814,1294,4/2/2017,9/16/2013,Shared room,2,1,20,16,10,9,10,t
14731005,1874,4/2/2017,2/14/2012,Entire home/apt,2,1,210,0,NA,NA,NA,t
14731034,1083,4/2/2017,4/15/2014,Private room,1,1,50,5,6,10,9,f
14731469,221,4/2/2017,8/24/2016,Entire home/apt,1,0,80,11,10,9,9,t
14731561,1040,4/2/2017,5/28/2014,Entire home/apt,1,0,170,18,10,10,9,f
14731596,1953,4/2/2017,11/27/2011,Private room,1,1,100,8,10,10,9,f
14731643,1046,4/2/2017,5/22/2014,Entire home/apt,1,0,99,2,10,9,10,t
14731804,223,4/2/2017,8/22/2016,Entire home/apt,1,3,149,0,NA,NA,NA,f
14731939,558,4/2/2017,9/22/2015,Private room,1,1,100,1,10,10,10,f
14731989,222,4/2/2017,8/23/2016,Entire home/apt,1,0,100,1,10,10,10,f
14732077,221,4/2/2017,8/24/2016,Entire home/apt,1,2,218,27,8,10,9,t
14732462,1802,4/2/2017,4/26/2012,Entire home/apt,1,1,110,9,10,10,10,t
14732678,2528,4/2/2017,5/1/2010,Private room,3,1,39,17,10,10,10,f
14732856,342,4/2/2017,4/25/2016,Private room,1,1,43,2,10,10,10,t
14732889,1868,4/2/2017,2/20/2012,Entire home/apt,1,1,150,2,10,10,10,f
14732979,1688,4/2/2017,8/18/2012,Entire home/apt,1,2,135,4,10,10,10,f
14733074,221,4/2/2017,8/24/2016,Private room,1,1,49,1,10,10,10,t
14733825,497,4/2/2017,11/22/2015,Entire home/apt,1,3,134,24,10,8,9,t
14733932,231,4/2/2017,8/14/2016,Private room,1,1,50,33,10,9,9,t
14737362,474,4/2/2017,12/15/2015,Entire home/apt,1,0,115,1,10,10,10,f
14737460,971,4/2/2017,8/5/2014,Private room,1,1,51,13,7,9,9,t
14737992,220,4/2/2017,8/25/2016,Private room,1,1,41,5,8,10,10,t
14738146,220,4/2/2017,8/25/2016,Shared room,1,1,100,3,10,9,10,t
14738282,932,4/3/2017,9/14/2014,Entire home/apt,1.5,2,449,29,10,10,9,f
14739030,1311,4/2/2017,8/30/2013,Private room,1,1,120,8,10,10,10,f
14739471,221,4/3/2017,8/25/2016,Entire home/apt,1,0,60,12,7,10,10,f
14739657,621,4/2/2017,7/21/2015,Entire home/apt,1,1,120,1,8,10,10,f
14741508,1574,4/2/2017,12/10/2012,Entire home/apt,1,1,150,2,NA,NA,NA,f
14741560,244,4/2/2017,8/1/2016,Private room,1,1,45,26,10,10,10,f
14741623,621,4/2/2017,7/21/2015,Private room,1,1,47,6,10,10,10,t
14742285,220,4/2/2017,8/25/2016,Entire home/apt,1,1,66,12,10,9,9,f
14742316,737,4/2/2017,3/27/2015,Private room,1,1,119,16,9,10,9,f
14742433,355,4/2/2017,4/12/2016,Private room,1,1,85,9,10,10,10,f
14742546,668,4/2/2017,6/4/2015,Entire home/apt,1,1,80,22,9,10,9,t
14742961,1650,4/2/2017,9/25/2012,Entire home/apt,1,1,72,3,9,10,10,f
14743440,1242,4/2/2017,11/7/2013,Entire home/apt,1,0,225,3,9,10,10,f
14743469,978,4/2/2017,7/29/2014,Entire home/apt,1,2,48,1,10,10,10,f
14743773,486,4/2/2017,12/3/2015,Entire home/apt,1,2,438,7,9,9,8,t
14744062,1487,4/3/2017,3/8/2013,Entire home/apt,1,2,220,0,NA,NA,NA,t
14744187,220,4/2/2017,8/25/2016,Entire home/apt,1.5,1,295,0,NA,NA,NA,f
14744290,464,4/2/2017,12/25/2015,Private room,1,1,60,19,9,9,10,f
14744302,630,4/3/2017,7/13/2015,Entire home/apt,1,1,90,5,10,10,10,t
14744425,1180,4/3/2017,1/9/2014,Entire home/apt,1,1,175,2,7,10,6,t
14744489,521,4/2/2017,10/29/2015,Shared room,2,1,65,3,8,10,9,f
14744559,342,4/3/2017,4/26/2016,Private room,1,1,109,3,9,9,9,f
14744735,2064,4/2/2017,8/8/2011,Private room,1,1,55,2,7,10,10,f
14744861,826,4/2/2017,12/28/2014,Private room,1,1,64,5,10,9,9,f
14744864,220,4/2/2017,8/25/2016,Private room,1,1,82,8,8,9,9,f
14744912,2063,4/2/2017,8/9/2011,Private room,1,1,100,3,9,10,10,t
14745026,759,4/2/2017,3/5/2015,Entire home/apt,1,1,190,9,10,10,10,f
14745842,459,4/2/2017,12/30/2015,Entire home/apt,1,0,204,35,10,10,9,t
14745847,613,4/2/2017,7/29/2015,Entire home/apt,1,0,150,3,10,10,9,f
14745861,371,4/2/2017,3/27/2016,Private room,1,1,89,19,9,10,10,f
14746072,220,4/2/2017,8/25/2016,Private room,1,1,60,3,9,9,10,f
14746873,472,4/2/2017,12/17/2015,Private room,1,1,51,3,9,8,9,t
14747549,1178,4/2/2017,1/10/2014,Entire home/apt,1,0,110,4,8,9,9,f
14747746,270,4/2/2017,7/6/2016,Private room,1,1,90,0,NA,NA,NA,t
14747893,220,4/2/2017,8/25/2016,Private room,1,1,80,2,10,9,10,t
14747936,384,4/2/2017,3/14/2016,Entire home/apt,1,1,170,1,8,10,8,f
14748016,246,4/2/2017,7/30/2016,Entire home/apt,1,2,93,15,9,10,10,f
14748077,1552,4/2/2017,1/1/2013,Private room,1,1,125,1,6,10,6,f
14748605,1126,4/2/2017,3/3/2014,Private room,1,1,65,29,8,8,8,t
14748721,222,4/2/2017,8/23/2016,Private room,1,1,125,3,7,10,9,f
14749302,219,4/2/2017,8/26/2016,Entire home/apt,1,1,300,11,10,9,10,t
14749558,454,4/2/2017,1/4/2016,Private room,1,1,85,10,10,10,10,f
14749932,1117,4/2/2017,3/12/2014,Private room,1,1,78,6,10,10,10,f
14753836,1738,4/2/2017,6/29/2012,Private room,1,1,100,0,NA,NA,NA,f
14754579,691,4/2/2017,5/12/2015,Private room,1,1,65,10,10,10,10,f
14755168,219,4/2/2017,8/26/2016,Entire home/apt,1,1,110,6,10,10,9,f
14755396,1510,4/2/2017,2/12/2013,Entire home/apt,2,1,279,3,10,10,9,t
14755996,220,4/3/2017,8/26/2016,Private room,1,1,66,15,10,9,10,t
14756023,219,4/2/2017,8/26/2016,Entire home/apt,1,4,250,25,9,8,9,f
14756079,1033,4/2/2017,6/4/2014,Private room,1,1,95,2,10,10,10,f
14756466,1471,4/2/2017,3/23/2013,Private room,2,1,70,1,6,10,6,f
14756913,2510,4/2/2017,5/19/2010,Entire home/apt,1,1,120,12,9,9,10,f
14756958,219,4/2/2017,8/26/2016,Private room,1,1,60,20,9,9,10,t
14756990,219,4/2/2017,8/26/2016,Private room,1,1,75,4,10,9,10,t
14757295,932,4/2/2017,9/13/2014,Private room,1,1,85,5,9,8,8,f
14757557,1182,4/2/2017,1/6/2014,Private room,2,1,65,2,9,10,10,f
14758548,219,4/2/2017,8/26/2016,Private room,1,1,60,11,7,9,8,f
14759511,443,4/3/2017,1/16/2016,Private room,1,1,75,1,4,10,10,f
14759627,326,4/2/2017,5/11/2016,Entire home/apt,3,3,800,16,10,9,9,t
14759843,1081,4/3/2017,4/18/2014,Entire home/apt,1,0,99,5,8,9,10,f
14759888,1441,4/2/2017,4/22/2013,Private room,1,1,85,5,9,10,9,f
14760231,328,4/2/2017,5/9/2016,Entire home/apt,1,0,145,1,10,10,10,f
14760345,1686,4/2/2017,8/20/2012,Private room,1,1,110,0,NA,NA,NA,f
14760402,263,4/2/2017,7/13/2016,Entire home/apt,1,2,200,1,8,8,8,f
14760484,1410,4/2/2017,5/23/2013,Private room,1,1,145,2,9,10,9,f
14761105,245,4/2/2017,7/31/2016,Private room,1,1,45,0,NA,NA,NA,f
14761108,508,4/2/2017,11/11/2015,Entire home/apt,1,1,140,8,10,10,9,f
14761649,1032,4/3/2017,6/6/2014,Entire home/apt,1,1,110,2,9,9,9,f
14761949,820,4/2/2017,1/3/2015,Private room,1,1,90,17,10,9,9,f
14762042,305,4/2/2017,6/1/2016,Entire home/apt,1,1,45,3,7,8,9,f
14762427,302,4/2/2017,6/4/2016,Private room,1,1,110,32,10,10,10,f
14762612,1345,4/2/2017,7/27/2013,Private room,1,1,49,0,NA,NA,NA,f
14763045,444,4/3/2017,1/15/2016,Entire home/apt,1,0,150,2,8,10,9,f
14763932,1018,4/3/2017,6/20/2014,Private room,1,1,60,6,10,9,10,f
14766004,1436,4/3/2017,4/28/2013,Private room,1,1,65,0,NA,NA,NA,f
14766503,740,4/3/2017,3/25/2015,Private room,1,1,60,13,9,9,10,t
14767195,219,4/3/2017,8/27/2016,Private room,1,1,50,7,10,9,9,f
14768563,965,4/3/2017,8/12/2014,Entire home/apt,1,1,100,1,10,10,10,f
14768649,235,4/3/2017,8/11/2016,Private room,1.5,1,100,0,NA,NA,NA,f
14768807,1417,4/3/2017,5/17/2013,Entire home/apt,1,1,169,4,10,10,10,f
14768877,1403,4/3/2017,5/31/2013,Private room,1,1,117,6,10,10,10,f
14769083,977,4/3/2017,7/31/2014,Private room,1,1,145,0,NA,NA,NA,f
14769619,312,4/3/2017,5/26/2016,Private room,2,1,33,21,10,9,10,f
14769785,266,4/3/2017,7/11/2016,Private room,1,1,60,5,9,7,8,f
14769926,219,4/3/2017,8/27/2016,Entire home/apt,1,1,280,8,10,10,10,f
14770256,583,4/3/2017,8/29/2015,Private room,1,1,35,0,NA,NA,NA,f
14771249,1279,4/3/2017,10/2/2013,Entire home/apt,1,1,150,0,NA,NA,NA,f
14771470,1522,4/3/2017,2/1/2013,Private room,1,1,65,3,9,10,9,f
14772734,675,4/2/2017,5/28/2015,Private room,1,1,93,10,10,10,10,f
14772799,1321,4/2/2017,8/20/2013,Entire home/apt,1,1,249,23,10,10,9,t
14773256,1711,4/3/2017,7/27/2012,Entire home/apt,1,2,129,10,10,10,10,f
14773741,219,4/2/2017,8/26/2016,Private room,1,1,100,24,9,9,9,t
14774206,219,4/3/2017,8/27/2016,Private room,1,1,97,11,10,10,10,t
14774411,219,4/3/2017,8/27/2016,Entire home/apt,3,4,850,41,10,10,10,f
14774459,1610,4/3/2017,11/5/2012,Entire home/apt,1,2,164,8,4,7,7,f
14775043,1308,4/3/2017,9/3/2013,Entire home/apt,1,1,175,0,NA,NA,NA,f
14776203,805,4/3/2017,1/19/2015,Private room,2,1,57,1,10,10,10,f
14777684,318,4/2/2017,5/19/2016,Entire home/apt,1,1,60,22,10,9,10,f
14779359,529,4/3/2017,10/22/2015,Entire home/apt,2,3,199,0,NA,NA,NA,f
14779590,1036,4/3/2017,6/2/2014,Private room,1,1,52,11,9,10,10,f
14779787,1420,4/3/2017,5/14/2013,Private room,1,1,85,1,10,10,10,f
14780091,218,4/3/2017,8/28/2016,Private room,1,1,40,1,10,10,10,t
14780695,427,4/2/2017,1/31/2016,Private room,1,1,70,10,10,10,10,f
14780826,784,4/3/2017,2/9/2015,Entire home/apt,1,0,125,2,10,10,10,f
14781495,218,4/3/2017,8/28/2016,Entire home/apt,2,3,650,21,10,10,9,f
14781988,306,4/3/2017,6/1/2016,Entire home/apt,3,4,900,17,10,10,10,t
14782486,1789,4/3/2017,5/10/2012,Private room,1,1,150,2,6,10,8,f
14783049,978,4/3/2017,7/30/2014,Private room,1,1,45,16,10,9,10,t
14783267,2063,4/3/2017,8/10/2011,Entire home/apt,1,1,170,8,10,10,10,f
14783394,328,4/3/2017,5/10/2016,Private room,2,1,62,1,10,8,10,f
14783491,218,4/3/2017,8/28/2016,Entire home/apt,1,1,250,1,10,10,10,t
14783829,407,4/3/2017,2/21/2016,Entire home/apt,2,2,168,0,NA,NA,NA,f
14783949,585,4/3/2017,8/27/2015,Private room,1,1,77,2,10,10,10,f
14784255,658,4/3/2017,6/15/2015,Private room,1,1,78,0,NA,NA,NA,f
14784335,314,4/3/2017,5/24/2016,Shared room,1,1,44,11,9,9,9,f
14784377,611,4/3/2017,8/1/2015,Private room,1,1,75,3,9,10,10,f
14784557,405,4/3/2017,2/23/2016,Entire home/apt,1,1,195,3,10,9,10,f
14785316,1398,4/3/2017,6/5/2013,Private room,1,2,30,1,NA,NA,NA,f
14785554,956,4/3/2017,8/21/2014,Private room,1,1,55,0,NA,NA,NA,f
14785624,979,4/3/2017,7/29/2014,Entire home/apt,1,2,200,5,9,10,10,f
14785773,2344,4/3/2017,11/2/2010,Private room,1,1,110,1,10,10,10,f
14786665,1125,4/3/2017,3/5/2014,Entire home/apt,1,2,60,5,8,9,7,t
14786870,218,4/3/2017,8/28/2016,Private room,1,1,59,81,10,9,9,f
14787013,894,4/3/2017,10/22/2014,Entire home/apt,1,1,190,6,10,10,9,f
14787028,369,4/3/2017,3/30/2016,Shared room,1.5,1,50,6,9,10,10,f
14787061,218,4/3/2017,8/28/2016,Private room,2,1,100,3,10,9,10,t
14787179,218,4/3/2017,8/28/2016,Private room,1,1,100,14,10,10,10,f
14787323,1048,4/3/2017,5/21/2014,Entire home/apt,1,2,199,17,10,10,10,f
14787406,971,4/3/2017,8/6/2014,Private room,1,1,70,1,10,10,10,f
14787826,273,4/3/2017,7/4/2016,Private room,1,1,55,7,10,10,10,f
14787890,220,4/3/2017,8/26/2016,Private room,1,1,95,45,9,9,10,t
14787934,1190,4/3/2017,12/30/2013,Entire home/apt,1,1,350,1,10,10,10,f
14788009,342,4/3/2017,4/26/2016,Entire home/apt,1,0,85,9,10,10,10,t
14788422,1218,4/3/2017,12/2/2013,Entire home/apt,1,1,203,3,9,10,10,f
14788520,504,4/3/2017,11/16/2015,Entire home/apt,1,1,225,1,10,10,10,t
14788736,447,4/3/2017,1/12/2016,Private room,1,1,80,2,10,10,10,f
14788846,254,4/3/2017,7/23/2016,Shared room,1,1,20,9,8,9,8,f
14788890,1011,4/3/2017,6/27/2014,Entire home/apt,1,1,60,7,7,8,9,f
14788928,1175,4/3/2017,1/14/2014,Private room,1,1,55,5,8,9,10,f
14789008,798,4/3/2017,1/26/2015,Entire home/apt,1,1,150,2,7,7,7,f
14789240,239,4/3/2017,8/7/2016,Entire home/apt,1,1,275,0,NA,NA,NA,f
14789576,552,4/3/2017,9/29/2015,Entire home/apt,1,1,150,5,10,10,10,f
14789661,1729,4/3/2017,7/9/2012,Private room,1,1,60,19,10,9,10,f
14790101,619,4/3/2017,7/24/2015,Entire home/apt,1,2,160,1,8,10,10,f
14790550,930,4/3/2017,9/16/2014,Entire home/apt,2,3,150,20,10,9,10,f
14793254,216,4/2/2017,8/29/2016,Shared room,2,1,35,4,9,8,8,t
14795704,316,4/3/2017,5/22/2016,Entire home/apt,1,0,127,16,8,9,9,f
14795734,217,4/3/2017,8/29/2016,Entire home/apt,1,0,175,0,NA,NA,NA,f
14795784,1815,4/3/2017,4/14/2012,Entire home/apt,1,0,95,3,9,9,9,f
14796074,966,4/3/2017,8/11/2014,Private room,2,3,299,1,10,10,10,t
14796238,792,4/3/2017,2/1/2015,Private room,1,1,75,1,10,10,10,f
14797561,217,4/3/2017,8/29/2016,Private room,1,1,75,2,5,8,8,f
14797745,573,4/2/2017,9/7/2015,Entire home/apt,1,1,135,1,10,10,10,f
14798649,216,4/2/2017,8/29/2016,Private room,1,1,85,5,10,9,10,f
14798850,217,4/3/2017,8/29/2016,Private room,1,1,37,1,NA,NA,NA,f
14798941,1972,4/2/2017,11/8/2011,Private room,1,1,75,3,9,9,9,f
14799034,1319,4/3/2017,8/23/2013,Private room,2,1,78,1,10,10,8,f
14799088,217,4/3/2017,8/29/2016,Entire home/apt,1,1,85,11,9,9,8,t
14799513,218,4/3/2017,8/28/2016,Private room,1,1,60,60,10,9,9,f
14800184,268,4/3/2017,7/9/2016,Private room,1,1,68,29,10,9,10,f
14800316,252,4/3/2017,7/25/2016,Private room,1,1,49,6,9,10,10,f
14800336,217,4/3/2017,8/29/2016,Private room,1,1,75,1,NA,NA,NA,t
14800664,216,4/2/2017,8/29/2016,Private room,1,1,150,0,NA,NA,NA,f
14800877,755,4/3/2017,3/10/2015,Entire home/apt,3,0,3500,0,NA,NA,NA,f
14800945,223,4/3/2017,8/23/2016,Entire home/apt,1,2,145,5,9,10,8,f
14801247,806,4/3/2017,1/18/2015,Private room,1,1,2000,0,NA,NA,NA,f
14801700,678,4/3/2017,5/26/2015,Private room,1,1,70,6,9,10,10,f
14802377,1175,4/2/2017,1/13/2014,Private room,1,1,59,1,8,6,8,t
14803710,217,4/3/2017,8/29/2016,Entire home/apt,1,0,79,3,10,10,10,t
14804661,217,4/3/2017,8/29/2016,Entire home/apt,1,1,85,24,10,10,10,t
14804704,1287,4/3/2017,9/24/2013,Private room,1.5,1,89,9,10,10,10,t
14804934,1076,4/3/2017,4/23/2014,Private room,1.5,1,50,7,7,7,8,f
14805001,217,4/3/2017,8/29/2016,Private room,1.5,1,80,2,10,10,10,f
14805414,1502,4/2/2017,2/20/2013,Entire home/apt,1,0,275,2,10,10,10,f
14805984,217,4/3/2017,8/29/2016,Entire home/apt,1,1,80,36,9,9,9,t
14806090,874,4/3/2017,11/11/2014,Entire home/apt,1,1,180,5,10,10,10,f
14806212,2191,4/3/2017,4/4/2011,Entire home/apt,1,0,160,15,10,10,10,f
14806578,1282,4/3/2017,9/29/2013,Private room,1,1,49,1,10,10,10,f
14806820,1186,4/3/2017,1/3/2014,Entire home/apt,1,1,150,2,NA,NA,NA,f
14807078,221,4/3/2017,8/25/2016,Entire home/apt,1,1,199,4,10,10,9,f
14807117,541,4/3/2017,10/10/2015,Private room,1,1,38,2,10,10,10,t
14807279,571,4/3/2017,9/10/2015,Entire home/apt,1,2,225,21,10,10,10,f
14807332,217,4/3/2017,8/29/2016,Private room,1.5,1,180,58,10,10,9,f
14807504,239,4/3/2017,8/7/2016,Private room,1,1,42,23,8,9,9,t
14807617,217,4/3/2017,8/29/2016,Entire home/apt,1,1,129,1,10,10,10,t
14808007,686,4/3/2017,5/18/2015,Private room,1.5,1,90,24,8,9,9,f
14808279,979,4/3/2017,7/29/2014,Entire home/apt,2,2,259,33,9,10,9,f
14808832,1339,4/3/2017,8/3/2013,Entire home/apt,1,1,125,14,10,10,9,t
14809302,611,4/3/2017,8/1/2015,Private room,1.5,1,60,18,9,10,10,t
14809342,1659,4/3/2017,9/17/2012,Entire home/apt,1,2,120,3,9,10,10,f
14809365,393,4/3/2017,3/6/2016,Entire home/apt,1,1,80,19,10,10,10,f
