"","price","overall_satisfaction","reviews","room_type","accommodates","bedrooms","minstay","neighborhood","district","WalkScore","TransitScore","BikeScore","PctBlack"
"876",55,5,6,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"877",100,4.5,22,"Entire home/apt",2,1,7,"Logan Square","North",88,68,81,0.0466473094352935
"878",46,4.5,4,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"879",135,5,8,"Entire home/apt",4,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"880",120,4,18,"Entire home/apt",6,3,1,"Logan Square","North",88,68,81,0.0466473094352935
"881",49,5,10,"Private room",1,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"882",100,4.5,31,"Entire home/apt",4,2,3,"Logan Square","North",88,68,81,0.0466473094352935
"883",75,5,54,"Entire home/apt",2,1,3,"Logan Square","North",88,68,81,0.0466473094352935
"884",70,5,26,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"885",55,5,22,"Private room",1,1,3,"Logan Square","North",88,68,81,0.0466473094352935
"886",105,5,36,"Entire home/apt",5,2,NA,"Logan Square","North",88,68,81,0.0466473094352935
"887",72,5,8,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"888",49,5,37,"Private room",2,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"889",540,5,43,"Entire home/apt",6,3,1,"Logan Square","North",88,68,81,0.0466473094352935
"890",75,4.5,3,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"891",60,5,40,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"892",60,5,14,"Private room",4,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"893",170,5,137,"Entire home/apt",7,2,1,"Logan Square","North",88,68,81,0.0466473094352935
"894",99,4.5,17,"Entire home/apt",4,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"895",100,5,12,"Entire home/apt",2,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"896",80,5,57,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"897",29,4.5,42,"Private room",2,1,NA,"Logan Square","North",88,68,81,0.0466473094352935
"898",55,5,8,"Private room",2,1,2,"Logan Square","North",88,68,81,0.0466473094352935
"899",129,5,59,"Entire home/apt",8,3,2,"Logan Square","North",88,68,81,0.0466473094352935
"900",75,5,23,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"901",125,5,9,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"902",140,5,166,"Entire home/apt",3,2,NA,"Logan Square","North",88,68,81,0.0466473094352935
"903",59,5,119,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"904",42,5,100,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"905",45,4.5,25,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"906",70,5,13,"Private room",2,1,3,"Logan Square","North",88,68,81,0.0466473094352935
"907",135,5,9,"Entire home/apt",6,3,2,"Logan Square","North",88,68,81,0.0466473094352935
"908",329,4.5,75,"Entire home/apt",12,5,NA,"Logan Square","North",88,68,81,0.0466473094352935
"909",200,5,9,"Entire home/apt",5,3,2,"Logan Square","North",88,68,81,0.0466473094352935
"910",60,4.5,29,"Private room",1,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"911",40,4.5,54,"Private room",2,1,1,"Logan Square","North",88,68,81,0.0466473094352935
"912",36,5,37,"Private room",2,1,NA,"Logan Square","North",88,68,81,0.0466473094352935
"913",150,5,8,"Entire home/apt",4,1,2,"McKinley Park","Southwest",75,64,66,0.0310357492654261
"914",80,4.5,5,"Private room",2,1,1,"McKinley Park","Southwest",75,64,66,0.0310357492654261
"915",55,4.5,31,"Private room",2,1,2,"McKinley Park","Southwest",75,64,66,0.0310357492654261
"916",49,4.5,6,"Private room",2,1,1,"McKinley Park","Southwest",75,64,66,0.0310357492654261
"917",95,4.5,10,"Entire home/apt",4,2,1,"McKinley Park","Southwest",75,64,66,0.0310357492654261
"918",45,5,5,"Private room",1,1,1,"McKinley Park","Southwest",75,64,66,0.0310357492654261
"919",50,5,3,"Private room",2,1,1,"McKinley Park","Southwest",75,64,66,0.0310357492654261
"920",65,4.5,6,"Entire home/apt",2,1,1,"McKinley Park","Southwest",75,64,66,0.0310357492654261
"921",88,4.5,124,"Entire home/apt",5,2,1,"McKinley Park","Southwest",75,64,66,0.0310357492654261
"922",50,5,5,"Private room",2,1,1,"McKinley Park","Southwest",75,64,66,0.0310357492654261
"923",80,5,8,"Entire home/apt",3,1,3,"McKinley Park","Southwest",75,64,66,0.0310357492654261
"924",49,5,9,"Private room",2,1,1,"McKinley Park","Southwest",75,64,66,0.0310357492654261
"925",29,5,10,"Private room",2,1,15,"McKinley Park","Southwest",75,64,66,0.0310357492654261
"926",131,4.5,74,"Entire home/apt",6,1,2,"McKinley Park","Southwest",75,64,66,0.0310357492654261
"927",89,4,35,"Entire home/apt",5,2,3,"McKinley Park","Southwest",75,64,66,0.0310357492654261
"928",120,5,26,"Entire home/apt",4,2,2,"Montclare","Northwest",74,58,63,0.0443028255528256
"929",110,4.5,27,"Entire home/apt",4,2,2,"Montclare","Northwest",74,58,63,0.0443028255528256
"930",120,5,4,"Entire home/apt",5,2,2,"Montclare","Northwest",74,58,63,0.0443028255528256
"931",240,5,4,"Entire home/apt",10,4,2,"Montclare","Northwest",74,58,63,0.0443028255528256
"932",105,5,3,"Entire home/apt",4,2,1,"Montclare","Northwest",74,58,63,0.0443028255528256
"933",25,4.5,36,"Private room",2,1,1,"Morgan Park","Far Southwest",66,50,71,0.659832489966847
"934",96,5,61,"Entire home/apt",3,1,2,"Morgan Park","Far Southwest",66,50,71,0.659832489966847
"935",96,5,38,"Entire home/apt",4,2,2,"Morgan Park","Far Southwest",66,50,71,0.659832489966847
"936",25,4.5,29,"Private room",2,1,1,"Morgan Park","Far Southwest",66,50,71,0.659832489966847
"937",150,5,18,"Entire home/apt",2,1,2,"Near West Side","West",86,82,89,0.303911410439062
"938",165,5,17,"Entire home/apt",4,1,1,"Near West Side","West",86,82,89,0.303911410439062
"939",225,4.5,33,"Entire home/apt",10,3,2,"Near West Side","West",86,82,89,0.303911410439062
"940",50,3,16,"Private room",2,1,1,"Near West Side","West",86,82,89,0.303911410439062
"941",45,5,3,"Private room",2,1,5,"Near West Side","West",86,82,89,0.303911410439062
"942",135,5,32,"Entire home/apt",6,2,NA,"Near West Side","West",86,82,89,0.303911410439062
"943",49,5,9,"Private room",2,1,3,"Near West Side","West",86,82,89,0.303911410439062
"944",129,5,11,"Private room",2,1,1,"Near West Side","West",86,82,89,0.303911410439062
"945",350,5,16,"Entire home/apt",12,4,1,"Near West Side","West",86,82,89,0.303911410439062
"946",90,5,88,"Private room",4,1,2,"Near West Side","West",86,82,89,0.303911410439062
"947",49,5,12,"Private room",1,1,1,"Near West Side","West",86,82,89,0.303911410439062
"948",180,4.5,38,"Entire home/apt",8,3,2,"Near West Side","West",86,82,89,0.303911410439062
"949",150,5,35,"Entire home/apt",4,2,1,"Near West Side","West",86,82,89,0.303911410439062
"950",140,4.5,3,"Entire home/apt",3,1,NA,"Near West Side","West",86,82,89,0.303911410439062
"951",180,5,6,"Private room",1,1,2,"Near West Side","West",86,82,89,0.303911410439062
"952",87,5,3,"Private room",2,1,1,"Near West Side","West",86,82,89,0.303911410439062
"953",35,5,17,"Private room",2,1,1,"Near West Side","West",86,82,89,0.303911410439062
"954",210,5,35,"Entire home/apt",4,2,2,"Near West Side","West",86,82,89,0.303911410439062
"955",375,4.5,80,"Entire home/apt",6,1,2,"Near West Side","West",86,82,89,0.303911410439062
"956",195,5,3,"Entire home/apt",2,1,2,"Near West Side","West",86,82,89,0.303911410439062
"957",250,5,25,"Entire home/apt",6,3,1,"Near West Side","West",86,82,89,0.303911410439062
"958",44,5,14,"Private room",2,1,3,"Near West Side","West",86,82,89,0.303911410439062
"959",33,5,3,"Private room",2,1,1,"Near West Side","West",86,82,89,0.303911410439062
"960",225,4.5,12,"Entire home/apt",6,2,2,"Near West Side","West",86,82,89,0.303911410439062
"961",44,5,54,"Private room",1,1,1,"Near West Side","West",86,82,89,0.303911410439062
"962",200,5,40,"Entire home/apt",8,4,3,"Near West Side","West",86,82,89,0.303911410439062
"963",175,5,16,"Private room",2,1,2,"Near West Side","West",86,82,89,0.303911410439062
"964",150,5,11,"Entire home/apt",6,3,4,"Near West Side","West",86,82,89,0.303911410439062
"965",164,4.5,27,"Entire home/apt",6,2,1,"Near West Side","West",86,82,89,0.303911410439062
"966",125,5,61,"Private room",2,1,2,"Near West Side","West",86,82,89,0.303911410439062
"967",215,5,16,"Entire home/apt",4,1,3,"Near West Side","West",86,82,89,0.303911410439062
"968",49,3.5,18,"Private room",2,1,1,"Near West Side","West",86,82,89,0.303911410439062
"969",66,5,6,"Private room",2,1,2,"Near West Side","West",86,82,89,0.303911410439062
"970",30,5,23,"Private room",2,1,2,"Near West Side","West",86,82,89,0.303911410439062
"971",200,5,37,"Entire home/apt",4,1,2,"Near West Side","West",86,82,89,0.303911410439062
"972",750,5,9,"Entire home/apt",6,3,1,"Near West Side","West",86,82,89,0.303911410439062
"973",140,5,5,"Private room",2,1,1,"Near West Side","West",86,82,89,0.303911410439062
"974",49,4.5,3,"Private room",2,1,4,"Near West Side","West",86,82,89,0.303911410439062
"975",325,4.5,3,"Entire home/apt",2,1,2,"Near West Side","West",86,82,89,0.303911410439062
"976",150,5,7,"Entire home/apt",2,1,2,"Near West Side","West",86,82,89,0.303911410439062
"977",85,5,37,"Private room",2,1,1,"Near West Side","West",86,82,89,0.303911410439062
"978",202,4,28,"Entire home/apt",16,4,2,"Near West Side","West",86,82,89,0.303911410439062
"979",100,5,4,"Private room",4,1,2,"North Center","North",88,66,71,0.0194668284088612
"980",139,5,29,"Entire home/apt",5,2,NA,"North Center","North",88,66,71,0.0194668284088612
"981",42,5,89,"Private room",2,1,4,"North Center","North",88,66,71,0.0194668284088612
"982",109,4.5,28,"Entire home/apt",3,1,NA,"North Center","North",88,66,71,0.0194668284088612
"983",165,5,136,"Entire home/apt",2,1,1,"North Center","North",88,66,71,0.0194668284088612
"984",172,5,69,"Entire home/apt",6,2,NA,"North Center","North",88,66,71,0.0194668284088612
"985",65,5,10,"Private room",2,1,1,"North Center","North",88,66,71,0.0194668284088612
"986",250,3.5,7,"Entire home/apt",6,2,3,"North Center","North",88,66,71,0.0194668284088612
"987",140,4.5,17,"Entire home/apt",8,2,2,"North Center","North",88,66,71,0.0194668284088612
"988",140,4.5,30,"Entire home/apt",3,1,3,"North Center","North",88,66,71,0.0194668284088612
"989",145,5,31,"Entire home/apt",3,2,2,"North Center","North",88,66,71,0.0194668284088612
"990",100,5,8,"Private room",4,1,2,"North Center","North",88,66,71,0.0194668284088612
"991",84,5,111,"Private room",2,1,2,"North Center","North",88,66,71,0.0194668284088612
"992",78,5,20,"Private room",2,1,2,"North Center","North",88,66,71,0.0194668284088612
"993",95,5,55,"Entire home/apt",3,1,3,"North Center","North",88,66,71,0.0194668284088612
"994",126,5,17,"Entire home/apt",6,2,NA,"North Center","North",88,66,71,0.0194668284088612
"995",65,4.5,14,"Private room",2,1,1,"North Center","North",88,66,71,0.0194668284088612
"996",125,5,3,"Entire home/apt",2,1,2,"North Center","North",88,66,71,0.0194668284088612
"997",35,4.5,53,"Private room",2,1,1,"North Center","North",88,66,71,0.0194668284088612
"998",130,5,30,"Entire home/apt",3,1,2,"North Center","North",88,66,71,0.0194668284088612
"999",128,5,89,"Entire home/apt",9,2,2,"North Center","North",88,66,71,0.0194668284088612
"1000",69,5,102,"Private room",4,1,2,"North Center","North",88,66,71,0.0194668284088612
"1001",150,5,8,"Entire home/apt",5,2,3,"North Center","North",88,66,71,0.0194668284088612
"1002",109,4.5,14,"Entire home/apt",5,2,3,"North Center","North",88,66,71,0.0194668284088612
"1003",239,5,27,"Entire home/apt",6,3,2,"North Center","North",88,66,71,0.0194668284088612
"1004",150,5,37,"Entire home/apt",6,2,1,"North Center","North",88,66,71,0.0194668284088612
"1005",99,5,13,"Entire home/apt",6,3,1,"North Center","North",88,66,71,0.0194668284088612
"1006",49,4,7,"Entire home/apt",2,1,NA,"North Center","North",88,66,71,0.0194668284088612
"1007",120,5,9,"Entire home/apt",3,2,2,"North Center","North",88,66,71,0.0194668284088612
"1008",135,5,5,"Entire home/apt",4,2,2,"North Center","North",88,66,71,0.0194668284088612
"1009",116,4.5,24,"Entire home/apt",4,2,3,"North Center","North",88,66,71,0.0194668284088612
"1010",90,4.5,8,"Private room",1,1,1,"North Center","North",88,66,71,0.0194668284088612
"1011",54,5,7,"Entire home/apt",4,2,3,"North Center","North",88,66,71,0.0194668284088612
"1012",95,4.5,5,"Entire home/apt",2,0,1,"North Center","North",88,66,71,0.0194668284088612
"1013",42,5,3,"Private room",2,1,1,"North Center","North",88,66,71,0.0194668284088612
"1014",100,5,4,"Entire home/apt",2,1,2,"North Center","North",88,66,71,0.0194668284088612
"1015",65,4.5,3,"Private room",2,1,1,"North Center","North",88,66,71,0.0194668284088612
"1016",200,4.5,3,"Entire home/apt",7,3,3,"North Park","Far North",73,54,72,0.0256479774427936
"1017",130,5,35,"Entire home/apt",6,3,2,"North Park","Far North",73,54,72,0.0256479774427936
"1018",51,5,3,"Private room",2,1,2,"North Park","Far North",73,54,72,0.0256479774427936
"1019",75,5,15,"Entire home/apt",2,1,3,"North Park","Far North",73,54,72,0.0256479774427936
"1020",135,4.5,6,"Entire home/apt",2,1,1,"North Park","Far North",73,54,72,0.0256479774427936
"1021",100,5,19,"Private room",2,1,2,"North Park","Far North",73,54,72,0.0256479774427936
"1022",49,4.5,7,"Private room",2,1,1,"North Park","Far North",73,54,72,0.0256479774427936
"1023",95,5,75,"Entire home/apt",4,1,1,"O'Hare","Far North",57,51,44,0.00774005111354509
"1024",80,5,9,"Private room",2,1,1,"O'Hare","Far North",57,51,44,0.00774005111354509
"1025",100,5,6,"Entire home/apt",2,2,3,"O'Hare","Far North",57,51,44,0.00774005111354509
"1026",60,5,15,"Private room",2,1,2,"O'Hare","Far North",57,51,44,0.00774005111354509
"1027",51,5,44,"Private room",2,1,1,"O'Hare","Far North",57,51,44,0.00774005111354509
"1028",99,3.5,4,"Entire home/apt",3,2,1,"Portage Park","Northwest",74,59,64,0.0125229407319443
"1029",24,5,4,"Shared room",4,1,2,"Portage Park","Northwest",74,59,64,0.0125229407319443
"1030",39,4.5,6,"Private room",2,1,1,"Portage Park","Northwest",74,59,64,0.0125229407319443
"1031",250,4,43,"Entire home/apt",10,4,1,"Portage Park","Northwest",74,59,64,0.0125229407319443
"1032",22,4.5,6,"Shared room",4,1,2,"Portage Park","Northwest",74,59,64,0.0125229407319443
"1033",54,5,21,"Private room",2,1,1,"Portage Park","Northwest",74,59,64,0.0125229407319443
"1034",39,5,8,"Private room",3,1,2,"Portage Park","Northwest",74,59,64,0.0125229407319443
"1035",45,5,14,"Private room",1,1,2,"Portage Park","Northwest",74,59,64,0.0125229407319443
"1036",25,5,4,"Shared room",3,1,NA,"Portage Park","Northwest",74,59,64,0.0125229407319443
"1037",55,5,13,"Private room",2,1,2,"Portage Park","Northwest",74,59,64,0.0125229407319443
"1038",79,4,3,"Entire home/apt",2,2,1,"Portage Park","Northwest",74,59,64,0.0125229407319443
"1039",29,4.5,22,"Shared room",4,1,1,"Portage Park","Northwest",74,59,64,0.0125229407319443
"1040",29,5,9,"Shared room",4,1,NA,"Portage Park","Northwest",74,59,64,0.0125229407319443
"1041",74,5,7,"Entire home/apt",4,1,1,"Portage Park","Northwest",74,59,64,0.0125229407319443
"1042",86,4.5,106,"Entire home/apt",5,2,1,"Portage Park","Northwest",74,59,64,0.0125229407319443
"1043",29,4.5,6,"Shared room",3,1,2,"Portage Park","Northwest",74,59,64,0.0125229407319443
"1044",52,4.5,16,"Private room",2,1,2,"Portage Park","Northwest",74,59,64,0.0125229407319443
"1045",225,5,133,"Entire home/apt",8,3,3,"Portage Park","Northwest",74,59,64,0.0125229407319443
"1046",20,4.5,6,"Shared room",8,1,NA,"Portage Park","Northwest",74,59,64,0.0125229407319443
"1047",55,4.5,22,"Private room",2,1,1,"Portage Park","Northwest",74,59,64,0.0125229407319443
"1048",75,5,5,"Private room",2,1,1,"Pullman","Far Southeast",49,62,51,0.827564990001538
"1049",94,4.5,28,"Entire home/apt",5,2,3,"Pullman","Far Southeast",49,62,51,0.827564990001538
"1050",95,5,3,"Private room",2,1,2,"Pullman","Far Southeast",49,62,51,0.827564990001538
"1051",75,5,27,"Entire home/apt",1,1,1,"Pullman","Far Southeast",49,62,51,0.827564990001538
"1052",102,5,170,"Entire home/apt",3,1,1,"Pullman","Far Southeast",49,62,51,0.827564990001538
"1053",55,4.5,7,"Entire home/apt",2,0,4,"Rogers Park","Far North",86,74,73,0.244843939561046
"1054",30,4.5,35,"Private room",1,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1055",40,4.5,20,"Private room",2,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1056",35,4,5,"Entire home/apt",3,0,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1057",45,5,24,"Private room",2,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1058",35,5,14,"Private room",1,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1059",40,4.5,14,"Private room",2,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1060",149,5,4,"Entire home/apt",4,2,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1061",39,5,10,"Private room",1,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1062",103,5,8,"Entire home/apt",2,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1063",45,4.5,77,"Private room",4,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1064",159,4.5,9,"Entire home/apt",4,2,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1065",169,5,8,"Entire home/apt",6,3,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1066",105,5,43,"Entire home/apt",6,2,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1067",48,4.5,6,"Private room",2,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1068",85,4.5,12,"Private room",2,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1069",95,4.5,25,"Entire home/apt",2,1,3,"Rogers Park","Far North",86,74,73,0.244843939561046
"1070",45,5,7,"Shared room",1,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1071",350,5,6,"Entire home/apt",10,4,4,"Rogers Park","Far North",86,74,73,0.244843939561046
"1072",45,5,6,"Private room",2,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1073",52,5,19,"Private room",2,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1074",65,4.5,11,"Private room",2,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1075",150,5,4,"Entire home/apt",5,2,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1076",59,5,126,"Private room",2,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1077",50,5,40,"Private room",2,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1078",40,5,3,"Private room",1,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1079",120,4,54,"Entire home/apt",8,3,NA,"Rogers Park","Far North",86,74,73,0.244843939561046
"1080",80,5,13,"Entire home/apt",4,0,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1081",85,4.5,40,"Entire home/apt",4,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1082",60,4.5,22,"Private room",2,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1083",57,4.5,15,"Entire home/apt",3,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1084",75,5,4,"Entire home/apt",3,2,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1085",67,5,16,"Private room",2,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1086",65,5,30,"Private room",2,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1087",19,4.5,17,"Shared room",1,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1088",100,4.5,22,"Entire home/apt",4,0,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1089",50,5,6,"Private room",2,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1090",32,5,3,"Private room",2,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1091",75,5,67,"Private room",2,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1092",90,4,3,"Entire home/apt",2,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1093",59,5,109,"Private room",2,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1094",96,5,62,"Entire home/apt",2,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1095",63,4.5,29,"Private room",2,1,5,"Rogers Park","Far North",86,74,73,0.244843939561046
"1096",45,5,34,"Private room",2,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1097",63,5,18,"Private room",1,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1098",50,5,226,"Private room",2,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1099",88,5,18,"Private room",6,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1100",86,4.5,17,"Entire home/apt",6,2,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1101",44,4.5,4,"Shared room",2,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1102",69,5,96,"Private room",2,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1103",25,4.5,3,"Shared room",1,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1104",42,4.5,3,"Private room",2,1,7,"Rogers Park","Far North",86,74,73,0.244843939561046
"1105",120,4.5,11,"Entire home/apt",4,2,NA,"Rogers Park","Far North",86,74,73,0.244843939561046
"1106",40,4.5,70,"Private room",2,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1107",95,4.5,14,"Entire home/apt",3,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1108",45,5,54,"Private room",2,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1109",100,4.5,11,"Entire home/apt",2,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1110",120,5,100,"Entire home/apt",5,2,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1111",50,5,24,"Private room",2,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1112",51,5,10,"Private room",2,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1113",75,4.5,22,"Private room",3,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1114",50,5,6,"Private room",2,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1115",240,5,19,"Entire home/apt",6,3,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1116",195,5,5,"Entire home/apt",6,2,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1117",59,4,9,"Entire home/apt",2,1,7,"Rogers Park","Far North",86,74,73,0.244843939561046
"1118",75,5,10,"Entire home/apt",5,2,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1119",50,4.5,4,"Private room",2,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1120",100,4.5,14,"Entire home/apt",4,0,NA,"Rogers Park","Far North",86,74,73,0.244843939561046
"1121",75,5,7,"Private room",2,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1122",58,5,5,"Entire home/apt",3,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1123",109,4.5,105,"Entire home/apt",7,2,3,"Rogers Park","Far North",86,74,73,0.244843939561046
"1124",124,5,37,"Entire home/apt",6,2,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1125",50,5,20,"Private room",2,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1126",55,4.5,48,"Private room",2,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1127",45,5,47,"Private room",2,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1128",100,4,63,"Entire home/apt",6,2,NA,"Rogers Park","Far North",86,74,73,0.244843939561046
"1129",30,4.5,10,"Shared room",3,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1130",65,4.5,123,"Entire home/apt",5,2,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1131",75,5,64,"Private room",2,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1132",45,5,9,"Private room",2,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1133",55,5,10,"Entire home/apt",3,2,3,"Rogers Park","Far North",86,74,73,0.244843939561046
"1134",34,5,12,"Private room",2,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1135",100,4.5,3,"Shared room",4,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1136",55,4,61,"Private room",4,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1137",41,4.5,22,"Private room",2,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1138",33,4.5,38,"Shared room",2,1,5,"Rogers Park","Far North",86,74,73,0.244843939561046
"1139",100,4.5,17,"Entire home/apt",4,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1140",63,5,11,"Private room",1,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1141",120,4.5,26,"Entire home/apt",5,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1142",37,5,195,"Private room",2,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1143",120,4.5,3,"Entire home/apt",4,1,7,"Rogers Park","Far North",86,74,73,0.244843939561046
"1144",103,4.5,15,"Entire home/apt",5,2,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1145",50,3.5,34,"Entire home/apt",4,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1146",200,5,15,"Entire home/apt",6,2,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1147",50,4.5,17,"Private room",2,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1148",75,5,19,"Private room",2,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1149",200,5,6,"Entire home/apt",6,2,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1150",45,4,3,"Shared room",3,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1151",85,4.5,3,"Entire home/apt",4,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1152",40,5,5,"Entire home/apt",2,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1153",100,4.5,8,"Entire home/apt",3,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1154",85,5,5,"Private room",2,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1155",35,2.5,4,"Private room",2,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1156",55,5,9,"Private room",2,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1157",110,5,20,"Entire home/apt",2,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1158",48,5,6,"Private room",2,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1159",127,4.5,39,"Entire home/apt",5,2,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1160",75,5,15,"Entire home/apt",2,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1161",400,5,7,"Entire home/apt",6,2,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1162",120,5,21,"Entire home/apt",4,2,3,"Rogers Park","Far North",86,74,73,0.244843939561046
"1163",149,5,10,"Entire home/apt",5,2,4,"Rogers Park","Far North",86,74,73,0.244843939561046
