,Species,Zone,Tree,Tree.height,Tree.girth,Strata,Branch,Branch.length,Length,Width,Area,Petiole.length,Petiole.width,Herbivory,Stomata,Branchnum
690,Anogeissus latifolia,Dry Thorn,16,6,77,Mid,3,26,5.18,3.92,16.99,6.9,1,2,54,166
691,Anogeissus latifolia,Dry Thorn,16,6,77,Mid,3,26,2.96,2.43,3.18,4.9,1,0,54,166
692,Anogeissus latifolia,Dry Thorn,16,6,77,Mid,3,26,5.23,3.57,15.47,7.1,0.9,1,54,166
693,Anogeissus latifolia,Dry Thorn,16,6,77,Mid,3,26,5.06,2.99,12.19,5.7,1,1,54,166
694,Anogeissus latifolia,Dry Thorn,16,6,77,Mid,3,26,5.97,3.98,19.66,8.4,1.1,45,54,166
695,Anogeissus latifolia,Dry Thorn,16,6,77,Bottom,1,30,7.31,4.88,28,6.8,1.2,25,78,161
696,Anogeissus latifolia,Dry Thorn,16,6,77,Bottom,1,30,5.78,3.75,17.99,8.4,1,5,78,161
697,Anogeissus latifolia,Dry Thorn,16,6,77,Bottom,1,30,6.66,4.28,23.18,6.2,1.4,4,78,161
698,Anogeissus latifolia,Dry Thorn,16,6,77,Bottom,1,30,5.11,3.3,13.82,6.7,1,25,78,161
699,Anogeissus latifolia,Dry Thorn,16,6,77,Bottom,1,30,5.61,3.74,17.43,7.8,1,28,78,161
700,Anogeissus latifolia,Dry Thorn,16,6,77,Bottom,2,28,6.74,4.18,22.94,7.1,1.3,20,78,162
701,Anogeissus latifolia,Dry Thorn,16,6,77,Bottom,2,28,6.4,4.11,21.58,7.6,1.2,22,78,162
702,Anogeissus latifolia,Dry Thorn,16,6,77,Bottom,2,28,3.3,1.87,1.54,4.2,1,12,78,162
703,Anogeissus latifolia,Dry Thorn,16,6,77,Bottom,2,28,3.09,2.32,3.04,4.9,0.8,2,78,162
704,Anogeissus latifolia,Dry Thorn,16,6,77,Bottom,2,28,3.93,2.83,8.01,5.6,0.9,4,78,162
705,Anogeissus latifolia,Dry Thorn,16,6,77,Bottom,3,18,6.02,4.1,20.38,6.9,1.3,0,78,163
706,Anogeissus latifolia,Dry Thorn,16,6,77,Bottom,3,18,5.7,3.73,17.65,6.8,1.2,0,78,163
707,Anogeissus latifolia,Dry Thorn,16,6,77,Bottom,3,18,4.14,2.5,7.08,6.2,0.9,7,78,163
708,Anogeissus latifolia,Dry Thorn,16,6,77,Bottom,3,18,5.28,3.36,14.62,6.9,1.1,4,78,163
709,Anogeissus latifolia,Dry Thorn,16,6,77,Bottom,3,18,4.65,3.63,14,5.3,1.2,7,78,163
710,Anogeissus latifolia,Dry Thorn,17,7,56.3,Upper,1,30,10.09,6.08,42.12,9.1,1.7,0,50,177
711,Anogeissus latifolia,Dry Thorn,17,7,56.3,Upper,1,30,10.2,6.47,44.31,9.5,1.8,1,50,177
712,Anogeissus latifolia,Dry Thorn,17,7,56.3,Upper,1,30,5.72,4.93,23.43,7.6,1.4,2,50,177
713,Anogeissus latifolia,Dry Thorn,17,7,56.3,Upper,1,30,7.68,4.77,28.59,10.9,1.4,6,50,177
714,Anogeissus latifolia,Dry Thorn,17,7,56.3,Upper,1,30,10.38,7.17,48.19,8.3,2.2,2,50,177
715,Anogeissus latifolia,Dry Thorn,17,7,56.3,Upper,2,38,10.79,7.52,51.1,12.4,1.6,1,50,178
716,Anogeissus latifolia,Dry Thorn,17,7,56.3,Upper,2,38,10.4,6.68,45.92,8.1,1.8,2,50,178
717,Anogeissus latifolia,Dry Thorn,17,7,56.3,Upper,2,38,5.72,4,19,6.4,1.1,45,50,178
718,Anogeissus latifolia,Dry Thorn,17,7,56.3,Upper,2,38,8.43,5.18,32.81,10.3,1.6,33,50,178
719,Anogeissus latifolia,Dry Thorn,17,7,56.3,Upper,2,38,10.86,6.66,47.21,9.4,1.9,5,50,178
720,Anogeissus latifolia,Dry Thorn,17,7,56.3,Upper,3,33,10.38,5.62,40.81,9.8,1.7,0,50,179
721,Anogeissus latifolia,Dry Thorn,17,7,56.3,Upper,3,33,9.2,6.46,41.24,10.8,1.7,6,50,179
722,Anogeissus latifolia,Dry Thorn,17,7,56.3,Upper,3,33,10.93,6.47,46.52,9.3,1.8,1,50,179
723,Anogeissus latifolia,Dry Thorn,17,7,56.3,Upper,3,33,10.01,5.23,37.83,11.4,1.6,1,50,179
724,Anogeissus latifolia,Dry Thorn,17,7,56.3,Upper,3,33,7.54,4.58,27.26,7.5,1.2,45,50,179
725,Anogeissus latifolia,Dry Thorn,17,7,56.3,Mid,1,60,6.56,3.26,18.01,3.7,1.2,3,84,174
726,Anogeissus latifolia,Dry Thorn,17,7,56.3,Mid,1,60,8.99,5.43,35.7,10.4,1.5,0,84,174
727,Anogeissus latifolia,Dry Thorn,17,7,56.3,Mid,1,60,7.77,4.1,25.67,9.6,1.2,4,84,174
728,Anogeissus latifolia,Dry Thorn,17,7,56.3,Mid,1,60,7.02,4.3,24.36,9.1,1.8,0,84,174
729,Anogeissus latifolia,Dry Thorn,17,7,56.3,Mid,1,60,7.53,4.61,27.38,4.9,1.3,0,84,174
730,Anogeissus latifolia,Dry Thorn,17,7,56.3,Mid,2,33,8.54,5.64,35.34,6.2,1.6,1,84,175
731,Anogeissus latifolia,Dry Thorn,17,7,56.3,Mid,2,33,6.62,4.71,25.1,5.3,1.5,2,84,175
732,Anogeissus latifolia,Dry Thorn,17,7,56.3,Mid,2,33,8.03,4.72,29.41,5.6,1.4,0,84,175
733,Anogeissus latifolia,Dry Thorn,17,7,56.3,Mid,2,33,6.76,4.22,23.19,9.3,1.5,7,84,175
734,Anogeissus latifolia,Dry Thorn,17,7,56.3,Mid,2,33,6.91,4.27,23.88,4.4,1.3,25,84,175
735,Anogeissus latifolia,Dry Thorn,17,7,56.3,Mid,3,41,6.56,5.12,26.88,5.5,1.2,25,84,176
736,Anogeissus latifolia,Dry Thorn,17,7,56.3,Mid,3,41,6.91,4.43,24.65,7.8,1.2,50,84,176
737,Anogeissus latifolia,Dry Thorn,17,7,56.3,Mid,3,41,8.09,5,30.93,7.2,1.3,52,84,176
738,Anogeissus latifolia,Dry Thorn,17,7,56.3,Mid,3,41,8.51,5.88,36.39,8.6,1.4,0,84,176
739,Anogeissus latifolia,Dry Thorn,17,7,56.3,Mid,3,41,5.85,4.77,23.06,5.2,1.3,18,84,176
740,Anogeissus latifolia,Dry Thorn,17,7,56.3,Bottom,1,37,8.03,5.34,32.37,6.5,1.8,8,56,171
741,Anogeissus latifolia,Dry Thorn,17,7,56.3,Bottom,1,37,6.53,4.51,23.88,6.2,1.3,1,56,171
742,Anogeissus latifolia,Dry Thorn,17,7,56.3,Bottom,1,37,7.28,4.17,24.53,5.2,1.6,1,56,171
743,Anogeissus latifolia,Dry Thorn,17,7,56.3,Bottom,1,37,6.2,4.16,21.21,8,1.4,5,56,171
744,Anogeissus latifolia,Dry Thorn,17,7,56.3,Bottom,1,37,4.84,3.56,14.24,7,1,0,56,171
745,Anogeissus latifolia,Dry Thorn,17,7,56.3,Bottom,2,30,7,4.76,26.49,7,1.3,3,56,172
746,Anogeissus latifolia,Dry Thorn,17,7,56.3,Bottom,2,30,3.96,3.58,11.68,5.3,1.1,25,56,172
747,Anogeissus latifolia,Dry Thorn,17,7,56.3,Bottom,2,30,6.21,4.08,20.86,6.2,1.1,0,56,172
748,Anogeissus latifolia,Dry Thorn,17,7,56.3,Bottom,2,30,4.94,3.43,13.93,8.5,1.1,6,56,172
749,Anogeissus latifolia,Dry Thorn,17,7,56.3,Bottom,2,30,5.55,4.61,21.39,7.8,1.4,2,56,172
750,Anogeissus latifolia,Dry Thorn,17,7,56.3,Bottom,3,20,6.12,4.28,21.54,7.2,1.6,2,56,173
751,Anogeissus latifolia,Dry Thorn,17,7,56.3,Bottom,3,20,5.77,4.12,19.72,4.8,1.3,0,56,173
752,Anogeissus latifolia,Dry Thorn,17,7,56.3,Bottom,3,20,7.28,4.37,25.48,6.5,1.3,2,56,173
753,Anogeissus latifolia,Dry Thorn,17,7,56.3,Bottom,3,20,8.58,4.98,32.31,6.1,1.4,0,56,173
754,Anogeissus latifolia,Dry Thorn,17,7,56.3,Bottom,3,20,7.11,4.89,27.44,6.6,1.3,1,56,173
755,Anogeissus latifolia,Dry Thorn,18,7.5,58,Upper,1,49,6.42,3.64,19.4,9.6,NA,NA,52,187
756,Anogeissus latifolia,Dry Thorn,18,7.5,58,Upper,1,49,5.75,4.38,20.9,8.7,NA,NA,52,187
757,Anogeissus latifolia,Dry Thorn,18,7.5,58,Upper,1,49,6.36,3.73,19.65,9.6,NA,NA,52,187
758,Anogeissus latifolia,Dry Thorn,18,7.5,58,Upper,2,41,4.87,3.12,12.24,9.8,NA,NA,52,188
759,Anogeissus latifolia,Dry Thorn,18,7.5,58,Upper,2,41,8.38,5.03,31.95,11.6,NA,NA,52,188
760,Anogeissus latifolia,Dry Thorn,18,7.5,58,Upper,2,41,5.78,3.97,19.04,7,NA,NA,52,188
761,Anogeissus latifolia,Dry Thorn,18,7.5,58,Upper,3,45.5,5.12,3.05,12.66,9.4,NA,NA,52,189
762,Anogeissus latifolia,Dry Thorn,18,7.5,58,Upper,3,45.5,5.85,3.78,18.34,7.8,NA,NA,52,189
763,Anogeissus latifolia,Dry Thorn,18,7.5,58,Upper,3,45.5,4.7,3.83,15.11,8.5,NA,NA,52,189
764,Anogeissus latifolia,Dry Thorn,18,7.5,58,Mid,1,32.1,6.96,4.18,23.61,12.7,NA,NA,48,184
765,Anogeissus latifolia,Dry Thorn,18,7.5,58,Mid,1,32.1,5.45,4.59,20.99,6.9,NA,NA,48,184
766,Anogeissus latifolia,Dry Thorn,18,7.5,58,Mid,1,32.1,5.78,4.74,22.71,12.3,NA,NA,48,184
767,Anogeissus latifolia,Dry Thorn,18,7.5,58,Mid,2,40,5.38,3.11,13.73,9.5,NA,NA,48,185
768,Anogeissus latifolia,Dry Thorn,18,7.5,58,Mid,2,40,6.15,3.46,17.73,7.5,NA,NA,48,185
769,Anogeissus latifolia,Dry Thorn,18,7.5,58,Mid,2,40,3.97,3.58,11.71,7.4,NA,NA,48,185
770,Anogeissus latifolia,Dry Thorn,18,7.5,58,Mid,3,43.7,8.06,4.29,27.46,12.4,NA,NA,48,186
771,Anogeissus latifolia,Dry Thorn,18,7.5,58,Mid,3,43.7,5.59,4.67,21.8,7.4,NA,NA,48,186
772,Anogeissus latifolia,Dry Thorn,18,7.5,58,Mid,3,43.7,7.6,5.24,30.59,13.4,NA,NA,48,186
773,Anogeissus latifolia,Dry Thorn,18,7.5,58,Bottom,1,35.7,7.86,4.33,27.04,8.4,NA,NA,48,181
774,Anogeissus latifolia,Dry Thorn,18,7.5,58,Bottom,1,35.7,5.34,3.61,15.99,8.4,NA,NA,48,181
775,Anogeissus latifolia,Dry Thorn,18,7.5,58,Bottom,1,35.7,5.82,3.43,16.59,9.5,NA,NA,48,181
776,Anogeissus latifolia,Dry Thorn,18,7.5,58,Bottom,2,37,6.23,4.45,22.69,9.8,NA,NA,48,182
777,Anogeissus latifolia,Dry Thorn,18,7.5,58,Bottom,2,37,6.97,3.84,22.02,8.9,NA,NA,48,182
778,Anogeissus latifolia,Dry Thorn,18,7.5,58,Bottom,2,37,5.84,3.9,18.89,8.9,NA,NA,48,182
779,Anogeissus latifolia,Dry Thorn,18,7.5,58,Bottom,3,18.6,8.48,5.14,32.77,12.7,NA,NA,48,183
780,Anogeissus latifolia,Dry Thorn,18,7.5,58,Bottom,3,18.6,7.99,4.56,28.53,11.2,NA,NA,48,183
781,Anogeissus latifolia,Dry Thorn,18,7.5,58,Bottom,3,18.6,6.01,3.01,15.16,11.3,NA,NA,48,183
782,Anogeissus latifolia,Dry Thorn,19,9,127,Upper,1,20,6.28,4.97,25.31,4.7,1.8,10,28,197
783,Anogeissus latifolia,Dry Thorn,19,9,127,Upper,1,20,5.92,5.67,27.56,5.4,1.7,25,28,197
784,Anogeissus latifolia,Dry Thorn,19,9,127,Upper,1,20,7.1,5.61,30.84,7,2.2,10,28,197
785,Anogeissus latifolia,Dry Thorn,19,9,127,Upper,2,36,6.34,4.85,24.92,3.9,1.5,3,28,198
786,Anogeissus latifolia,Dry Thorn,19,9,127,Upper,2,36,4.55,4.32,16.99,4.7,1.3,1,28,198
787,Anogeissus latifolia,Dry Thorn,19,9,127,Upper,2,36,3.57,3.34,9.36,4.3,1.1,1,28,198
788,Anogeissus latifolia,Dry Thorn,19,9,127,Upper,3,34,4.88,3.36,13.41,4.6,1.1,1,28,199
789,Anogeissus latifolia,Dry Thorn,19,9,127,Upper,3,34,3.72,3.45,10.33,2.8,1,0,28,199
790,Anogeissus latifolia,Dry Thorn,19,9,127,Upper,3,34,4.81,3.35,13.15,3.9,1.3,1,28,199
791,Anogeissus latifolia,Dry Thorn,19,9,127,Mid,1,25,4.96,3.65,15.03,4.9,1.3,1,64,194
792,Anogeissus latifolia,Dry Thorn,19,9,127,Mid,1,25,7.38,5.63,31.78,7,1.7,3,64,194
793,Anogeissus latifolia,Dry Thorn,19,9,127,Mid,1,25,7.53,5.58,32,4.8,2,10,64,194
794,Anogeissus latifolia,Dry Thorn,19,9,127,Mid,2,15,3.97,3.64,11.99,5.5,1.4,0,64,195
795,Anogeissus latifolia,Dry Thorn,19,9,127,Mid,2,15,4.55,3.69,13.99,5.1,1.4,1,64,195
796,Anogeissus latifolia,Dry Thorn,19,9,127,Mid,2,15,4.44,3.31,11.84,5.4,1.5,25,64,195
797,Anogeissus latifolia,Dry Thorn,19,9,127,Mid,3,33,3.66,3.38,9.82,4.4,1.2,2,64,196
798,Anogeissus latifolia,Dry Thorn,19,9,127,Mid,3,33,6.7,4.47,24.2,6,1.7,3,64,196
799,Anogeissus latifolia,Dry Thorn,19,9,127,Mid,3,33,6.1,3.96,19.96,4.7,1.5,6,64,196
800,Anogeissus latifolia,Dry Thorn,19,9,127,Bottom,1,13,5.12,4.23,18.28,7.2,2.2,1,50,191
801,Anogeissus latifolia,Dry Thorn,19,9,127,Bottom,1,13,5.94,4.82,23.57,5.3,1.9,7,50,191
802,Anogeissus latifolia,Dry Thorn,19,9,127,Bottom,1,13,5.64,4.46,20.95,4.7,1.7,1,50,191
803,Anogeissus latifolia,Dry Thorn,19,9,127,Bottom,2,25,5.53,4.42,20.43,6.9,1.2,30,50,192
804,Anogeissus latifolia,Dry Thorn,19,9,127,Bottom,2,25,4.64,3.86,15.07,5.6,1.4,0,50,192
805,Anogeissus latifolia,Dry Thorn,19,9,127,Bottom,2,25,4.21,3.38,11.48,4.9,1.2,0,50,192
806,Anogeissus latifolia,Dry Thorn,19,9,127,Bottom,3,19,6.65,4.75,25.38,5.7,1.8,2,50,193
807,Anogeissus latifolia,Dry Thorn,19,9,127,Bottom,3,19,5.86,4.54,22,4.8,2,35,50,193
808,Anogeissus latifolia,Dry Thorn,19,9,127,Bottom,3,19,5.7,4.18,19.8,6.6,1.8,4,50,193
809,Anogeissus latifolia,Dry Thorn,20,8.5,80.5,Upper,1,24,5.93,3.11,15.39,8.1,NA,NA,90,207
810,Anogeissus latifolia,Dry Thorn,20,8.5,80.5,Upper,1,24,5.16,4.48,19.59,6.8,NA,NA,90,207
811,Anogeissus latifolia,Dry Thorn,20,8.5,80.5,Upper,1,24,5.28,3.52,15.38,7.6,NA,NA,90,207
812,Anogeissus latifolia,Dry Thorn,20,8.5,80.5,Upper,2,43,5.08,3.51,14.73,7.7,NA,NA,90,208
813,Anogeissus latifolia,Dry Thorn,20,8.5,80.5,Upper,2,43,5.09,2.7,10.9,8.9,NA,NA,90,208
814,Anogeissus latifolia,Dry Thorn,20,8.5,80.5,Upper,2,43,4.32,2.96,9.81,6.8,NA,NA,90,208
815,Anogeissus latifolia,Dry Thorn,20,8.5,80.5,Upper,3,27,4.16,2.94,9.23,8.4,NA,NA,90,209
816,Anogeissus latifolia,Dry Thorn,20,8.5,80.5,Upper,3,27,6.51,4.17,22.2,8.6,NA,NA,90,209
817,Anogeissus latifolia,Dry Thorn,20,8.5,80.5,Upper,3,27,4.14,2.69,7.98,7.9,NA,NA,90,209
818,Anogeissus latifolia,Dry Thorn,20,8.5,80.5,Mid,1,36,7.61,5.73,32.96,5.5,NA,NA,76,204
819,Anogeissus latifolia,Dry Thorn,20,8.5,80.5,Mid,1,36,4.29,3.47,12.15,6.4,NA,NA,76,204
820,Anogeissus latifolia,Dry Thorn,20,8.5,80.5,Mid,1,36,3.75,3.7,11.61,5.2,NA,NA,76,204
821,Anogeissus latifolia,Dry Thorn,20,8.5,80.5,Mid,2,30,5.41,3.61,16.2,6.7,NA,NA,76,205
822,Anogeissus latifolia,Dry Thorn,20,8.5,80.5,Mid,2,30,4.98,3.31,13.48,7.8,NA,NA,76,205
823,Anogeissus latifolia,Dry Thorn,20,8.5,80.5,Mid,2,30,5.4,3.39,15.13,7.8,NA,NA,76,205
824,Anogeissus latifolia,Dry Thorn,20,8.5,80.5,Mid,3,47,5.59,3.57,16.56,6.3,NA,NA,76,206
825,Anogeissus latifolia,Dry Thorn,20,8.5,80.5,Mid,3,47,6.06,4.7,23.36,8.3,NA,NA,76,206
826,Anogeissus latifolia,Dry Thorn,20,8.5,80.5,Mid,3,47,6.2,3.21,16.69,7.3,NA,NA,76,206
827,Anogeissus latifolia,Dry Thorn,20,8.5,80.5,Bottom,1,40,5.76,3.28,15.69,6.3,NA,NA,74,201
828,Anogeissus latifolia,Dry Thorn,20,8.5,80.5,Bottom,1,40,6.55,4.45,23.65,5.5,NA,NA,74,201
829,Anogeissus latifolia,Dry Thorn,20,8.5,80.5,Bottom,1,40,4.29,3.27,11.2,5.5,NA,NA,74,201
830,Anogeissus latifolia,Dry Thorn,20,8.5,80.5,Bottom,2,32,6.72,4.33,23.59,8.4,NA,NA,74,202
831,Anogeissus latifolia,Dry Thorn,20,8.5,80.5,Bottom,2,32,4.69,3.81,14.98,4.9,NA,NA,74,202
832,Anogeissus latifolia,Dry Thorn,20,8.5,80.5,Bottom,2,32,3.93,2.77,7.73,3.7,NA,NA,74,202
833,Anogeissus latifolia,Dry Thorn,20,8.5,80.5,Bottom,3,36,5.08,3.58,15.06,6.7,NA,NA,74,203
834,Anogeissus latifolia,Dry Thorn,20,8.5,80.5,Bottom,3,36,5.69,4.17,19.72,6.5,NA,NA,74,203
835,Anogeissus latifolia,Dry Thorn,20,8.5,80.5,Bottom,3,36,5.37,3,13.18,7.2,NA,NA,74,203
836,Anogeissus latifolia,Dry Deciduous,21,17,92.5,Upper,1,NA,6.19,4.72,23.85,7.1,1.5,6,44,217
837,Anogeissus latifolia,Dry Deciduous,21,17,92.5,Upper,1,NA,4.36,3.61,13.03,4.8,0.9,2,44,217
838,Anogeissus latifolia,Dry Deciduous,21,17,92.5,Upper,1,NA,7.52,4.71,27.82,6.9,1.4,0,44,217
839,Anogeissus latifolia,Dry Deciduous,21,17,92.5,Upper,1,NA,6.68,4.45,24.05,6.1,1.2,0,44,217
840,Anogeissus latifolia,Dry Deciduous,21,17,92.5,Upper,1,NA,5.36,3.6,16.01,NA,NA,0,44,217
841,Anogeissus latifolia,Dry Deciduous,21,17,92.5,Upper,2,NA,5.66,4.17,19.63,5.4,1.3,2,44,218
842,Anogeissus latifolia,Dry Deciduous,21,17,92.5,Upper,2,NA,4.99,4.51,19.22,4.4,1,2,44,218
843,Anogeissus latifolia,Dry Deciduous,21,17,92.5,Upper,2,NA,6.2,4.47,22.69,6.3,1.2,5,44,218
844,Anogeissus latifolia,Dry Deciduous,21,17,92.5,Upper,2,NA,5.31,3.73,16.47,4.5,1.1,0,44,218
845,Anogeissus latifolia,Dry Deciduous,21,17,92.5,Upper,2,NA,4.67,2.85,10.35,5.4,1,4,44,218
846,Anogeissus latifolia,Dry Deciduous,21,17,92.5,Upper,3,NA,6.92,4.79,26.39,6.9,1.4,3,44,219
847,Anogeissus latifolia,Dry Deciduous,21,17,92.5,Upper,3,NA,7.7,5.2,30.7,6.5,1.5,0,44,219
848,Anogeissus latifolia,Dry Deciduous,21,17,92.5,Upper,3,NA,5.77,4.72,22.58,5,1.3,3,44,219
849,Anogeissus latifolia,Dry Deciduous,21,17,92.5,Upper,3,NA,7.23,4.68,26.8,7.6,1.3,2,44,219
850,Anogeissus latifolia,Dry Deciduous,21,17,92.5,Upper,3,NA,6.36,4.08,21.32,6.2,1.1,62,44,219
851,Anogeissus latifolia,Dry Deciduous,21,17,92.5,Mid,1,NA,6.06,4.35,21.69,5.5,1.3,3,46,214
852,Anogeissus latifolia,Dry Deciduous,21,17,92.5,Mid,1,NA,5.88,3.49,17.05,6,1.2,10,46,214
853,Anogeissus latifolia,Dry Deciduous,21,17,92.5,Mid,1,NA,5.72,3.35,15.9,5.4,1.2,12,46,214
854,Anogeissus latifolia,Dry Deciduous,21,17,92.5,Mid,1,NA,5.3,3.38,14.78,5.6,1.1,9,46,214
855,Anogeissus latifolia,Dry Deciduous,21,17,92.5,Mid,1,NA,7.32,4.53,26.36,5.5,1.5,10,46,214
856,Anogeissus latifolia,Dry Deciduous,21,17,92.5,Mid,2,NA,8.5,5.12,32.74,6.6,1.5,0,46,215
857,Anogeissus latifolia,Dry Deciduous,21,17,92.5,Mid,2,NA,8.41,4.86,31.23,6,1.4,3,46,215
858,Anogeissus latifolia,Dry Deciduous,21,17,92.5,Mid,2,NA,7.92,4.78,29.37,3.3,1.5,3,46,215
859,Anogeissus latifolia,Dry Deciduous,21,17,92.5,Mid,2,NA,5.22,3.38,14.53,5.6,1,6,46,215
860,Anogeissus latifolia,Dry Deciduous,21,17,92.5,Mid,2,NA,7.04,4.55,25.61,5.1,1.5,8,46,215
861,Anogeissus latifolia,Dry Deciduous,21,17,92.5,Mid,3,NA,8.01,5.3,32.12,7,1.5,3,46,216
862,Anogeissus latifolia,Dry Deciduous,21,17,92.5,Mid,3,NA,5.05,5.59,24.55,5.6,1.3,7,46,216
863,Anogeissus latifolia,Dry Deciduous,21,17,92.5,Mid,3,NA,6.41,4.48,23.37,5.2,1.1,0,46,216
864,Anogeissus latifolia,Dry Deciduous,21,17,92.5,Mid,3,NA,7,4.96,27.44,5.6,1.3,9,46,216
865,Anogeissus latifolia,Dry Deciduous,21,17,92.5,Mid,3,NA,4.98,3.92,16.38,4.9,0.8,48,46,216
866,Anogeissus latifolia,Dry Deciduous,21,17,92.5,Bottom,1,NA,7.61,4.86,28.81,6.5,1.4,1,54,211
867,Anogeissus latifolia,Dry Deciduous,21,17,92.5,Bottom,1,NA,6.83,5.26,28.36,7.6,1.6,3,54,211
868,Anogeissus latifolia,Dry Deciduous,21,17,92.5,Bottom,1,NA,7.17,5.27,29.43,5.9,1.5,10,54,211
869,Anogeissus latifolia,Dry Deciduous,21,17,92.5,Bottom,1,NA,6.23,4.76,24.16,6.5,1.6,8,54,211
870,Anogeissus latifolia,Dry Deciduous,21,17,92.5,Bottom,1,NA,6.84,5.15,27.86,6.9,1.4,12,54,211
871,Anogeissus latifolia,Dry Deciduous,21,17,92.5,Bottom,2,NA,7.55,4.85,28.58,6.6,1.4,0,54,212
872,Anogeissus latifolia,Dry Deciduous,21,17,92.5,Bottom,2,NA,4.33,2.78,8.98,5.4,0.8,0,54,212
873,Anogeissus latifolia,Dry Deciduous,21,17,92.5,Bottom,2,NA,7.29,5.52,30.99,6.2,1.5,3,54,212
874,Anogeissus latifolia,Dry Deciduous,21,17,92.5,Bottom,2,NA,5.93,4.02,19.73,6.2,1.1,0,54,212
875,Anogeissus latifolia,Dry Deciduous,21,17,92.5,Bottom,2,NA,5.99,4.72,23.25,5.3,1,4,54,212
876,Anogeissus latifolia,Dry Deciduous,21,17,92.5,Bottom,3,NA,5.07,3.4,14.18,NA,1,8,54,213
877,Anogeissus latifolia,Dry Deciduous,21,17,92.5,Bottom,3,NA,4.64,3.58,13.73,4.1,1,7,54,213
878,Anogeissus latifolia,Dry Deciduous,21,17,92.5,Bottom,3,NA,7.34,4.54,26.47,4.8,1.5,10,54,213
879,Anogeissus latifolia,Dry Deciduous,21,17,92.5,Bottom,3,NA,5.93,3.66,18.01,5.9,1.2,1,54,213
880,Anogeissus latifolia,Dry Deciduous,21,17,92.5,Bottom,3,NA,6.82,4.2,23.28,5.5,1.4,2,54,213
881,Anogeissus latifolia,Dry Deciduous,22,10,52.8,Upper,1,NA,5.5,3.17,14.38,6.7,1.1,8,32,227
882,Anogeissus latifolia,Dry Deciduous,22,10,52.8,Upper,1,NA,8.1,3.6,24.29,7.7,1.2,12,32,227
883,Anogeissus latifolia,Dry Deciduous,22,10,52.8,Upper,1,NA,6.36,3.2,17.12,6.2,1,2,32,227
884,Anogeissus latifolia,Dry Deciduous,22,10,52.8,Upper,1,NA,5.39,2.77,12.14,5.3,0.9,6,32,227
885,Anogeissus latifolia,Dry Deciduous,22,10,52.8,Upper,1,NA,5.37,2.74,11.94,5.4,9,21,32,227
886,Anogeissus latifolia,Dry Deciduous,22,10,52.8,Upper,2,NA,6.4,2.83,15.48,6.1,1.1,35,32,228
887,Anogeissus latifolia,Dry Deciduous,22,10,52.8,Upper,2,NA,7.57,3.98,24.5,5.8,1.2,10,32,228
888,Anogeissus latifolia,Dry Deciduous,22,10,52.8,Upper,2,NA,7.03,3.74,21.72,8.7,1.1,5,32,228
889,Anogeissus latifolia,Dry Deciduous,22,10,52.8,Upper,2,NA,6.76,4.2,23.1,6.4,1.2,7,32,228
890,Anogeissus latifolia,Dry Deciduous,22,10,52.8,Upper,2,NA,5.36,2.69,11.67,NA,NA,12,32,228
891,Anogeissus latifolia,Dry Deciduous,22,10,52.8,Upper,3,NA,6.12,3.34,17.06,NA,NA,10,32,229
892,Anogeissus latifolia,Dry Deciduous,22,10,52.8,Upper,3,NA,4.05,3.15,9.9,5.2,1,10,32,229
893,Anogeissus latifolia,Dry Deciduous,22,10,52.8,Upper,3,NA,6.85,3.29,19.03,5.7,1.1,1,32,229
894,Anogeissus latifolia,Dry Deciduous,22,10,52.8,Upper,3,NA,7.7,3.29,21.6,7.1,1.2,6,32,229
895,Anogeissus latifolia,Dry Deciduous,22,10,52.8,Upper,3,NA,4.54,3.16,11.43,3.7,1,15,32,229
896,Anogeissus latifolia,Dry Deciduous,22,10,52.8,Mid,1,NA,8.76,4.68,31.43,4.8,1.7,4,40,224
897,Anogeissus latifolia,Dry Deciduous,22,10,52.8,Mid,1,NA,4.54,2.54,8.48,4.3,1,21,40,224
898,Anogeissus latifolia,Dry Deciduous,22,10,52.8,Mid,1,NA,10.3,4.16,33.61,7.4,1.4,5,40,224
899,Anogeissus latifolia,Dry Deciduous,22,10,52.8,Mid,1,NA,8.63,4.38,29.61,7.7,1.5,0,40,224
900,Anogeissus latifolia,Dry Deciduous,22,10,52.8,Mid,1,NA,9.06,3.44,26.43,8.2,1.2,2,40,224
901,Anogeissus latifolia,Dry Deciduous,22,10,52.8,Mid,2,NA,8.02,3.51,23.62,6.8,0.9,15,40,225
902,Anogeissus latifolia,Dry Deciduous,22,10,52.8,Mid,2,NA,7.58,4.38,26.43,7.2,1.1,0,40,225
903,Anogeissus latifolia,Dry Deciduous,22,10,52.8,Mid,2,NA,7.74,4.34,26.73,6.7,1.1,5,40,225
904,Anogeissus latifolia,Dry Deciduous,22,10,52.8,Mid,2,NA,5.66,2.61,12.2,4.9,1,10,40,225
905,Anogeissus latifolia,Dry Deciduous,22,10,52.8,Mid,2,NA,6.03,3.36,16.89,4.8,1,12,40,225
906,Anogeissus latifolia,Dry Deciduous,22,10,52.8,Mid,3,NA,4.44,3.06,10.65,6,1.5,7,40,226
907,Anogeissus latifolia,Dry Deciduous,22,10,52.8,Mid,3,NA,9.02,4.86,33.07,10.2,1.6,15,40,226
908,Anogeissus latifolia,Dry Deciduous,22,10,52.8,Mid,3,NA,8.08,4.15,26.85,8.9,1.1,10,40,226
