name,ambiguity,distID,ideology,totalIssuePages,democrat,mismatch,incumbent,demHeterogeneity,attHeterogeneity,distLean
"NEUGEBAUER, RANDY HONORABLE",0.5509,4819,0.5768,5,0,0.082760366,1,0.552046558,1.280468623,0.482256146
"Letsos, Nick",0.5966,4802,0.1487,16,1,0.267550663,0,0.546582992,1.236311533,0.260708243
"POE, TED",0.766,4802,1.0791,11,0,0.662849337,1,0.546582992,1.236311533,0.260708243
"CASTRO, JOAQUIN MR.",0.4089,4820,0.7356,0,1,0.781457729,1,0.568046211,1.305338349,-0.160068834
NA,NA,4820,NA,NA,0,NA,0,0.568046211,1.305338349,-0.160068834
NA,NA,4821,NA,NA,1,NA,0,0.489429614,1.474494264,0.081188426
"SMITH, LAMAR",0.5359,4821,0.5709,9,0,0.351802695,1,0.489429614,1.474494264,0.081188426
"Briscoe, Frank",0.366,4822,-0.1641,2,1,0.594042759,0,0.547614139,1.351625098,0.273175707
"OLSON, PETER G.",0.3458,4822,1.2924,9,0,0.862457241,1,0.547614139,1.351625098,0.273175707
"GALLEGO, PETE",0.3753,4823,-0.1761,11,1,0.488785101,1,0.556436439,1.365813523,0.166405661
"HURD, WILLIAM",0.2486,4823,2.0282,1,0,1.715514899,0,0.556436439,1.365813523,0.166405661
"MCGEHEARTY, PATRICK  FABIAN",0.7123,4824,-0.6497,8,1,1.00800313,0,0.552930624,1.347121751,0.20794358
"MARCHANT, KENNY E MR.",0.1962,4824,NA,0,0,NA,1,0.552930624,1.347121751,0.20794358
"MONTOYA, MARCO",0.2702,4825,0.2228,3,1,0.170861156,0,0.51301929,1.318840717,0.240139158
"WILLIAMS, ROGER",0.4999,4825,1.6174,10,0,1.223738844,1,0.51301929,1.318840717,0.240139158
NA,NA,4826,NA,NA,1,NA,0,0.495826755,1.364486185,0.312045661
"BURGESS, MICHAEL C. DR.",0.5336,4826,0.6652,6,0,0.192569241,1,0.495826755,1.364486185,0.312045661
"REED, WESLEY CRAIG",0.7326,4827,-1.0023,10,1,1.459911812,0,0.53990733,1.253583342,0.29837002
"FARENTHOLD, RANDOLPH BLAKE",0.5455,4827,1.2259,4,0,0.768288188,1,0.53990733,1.253583342,0.29837002
"CUELLAR, HENRY R.",0.4292,4828,NA,0,1,NA,1,0.564411542,1.264090564,-0.029416908
NA,NA,4828,NA,NA,0,NA,0,0.564411542,1.264090564,-0.029416908
"GREEN, RAYMOND E. 'GENE'",-0.1311,4829,-1.6856,0,1,1.74205202,1,0.613793881,1.170492666,-0.066909744
NA,NA,4829,NA,NA,0,NA,0,0.613793881,1.170492666,-0.066909744
NA,NA,4803,NA,NA,1,NA,0,0.501933921,1.384330893,0.357968254
"JOHNSON, SAM MR.",0.5168,4803,1.5242,8,0,1.001135848,1,0.501933921,1.384330893,0.357968254
"JOHNSON, EDDIE BERNICE",0.6819,4830,-1.2983,7,1,1.211490797,1,0.643475725,1.179259374,-0.197357578
NA,NA,4830,NA,NA,0,NA,0,0.643475725,1.179259374,-0.197357578
"MINOR, LOUIE JR",0.3666,4831,0.1228,9,1,0.266748657,0,0.526336127,1.364194555,0.236394484
"CARTER, JOHN R. REP.",0.4778,4831,1.1106,8,0,0.721051343,1,0.526336127,1.364194555,0.236394484
"PEREZ, FRANK ANTHONY",0.4118,4832,-0.0812,1,1,0.147029149,0,0.580443917,1.33943948,-0.058371313
"SESSIONS, PETE MR.",0.6163,4832,1.5544,5,0,1.488570851,1,0.580443917,1.33943948,-0.058371313
"VEASEY, MARC ALLISON MR.",0.6519,4833,-0.5424,4,1,0.434011608,1,0.64487744,NA,-0.217006708
NA,NA,4833,NA,NA,0,NA,0,0.64487744,NA,-0.217006708
"VELA, FILEMON MR.",NA,4834,NA,NA,1,NA,1,0.556479534,NA,0.129514298
"SMITH, LARRY STANLEY",0.5803,4834,0.521,6,0,0.248829959,0,0.556479534,NA,0.129514298
"DOGGETT, LLOYD",0.7079,4835,-0.3677,9,1,0.314639646,1,0.616489592,NA,-0.166627251
"NARVAIZ, SUSAN",0.292,4835,0.6923,6,0,0.745360354,0,0.616489592,NA,-0.166627251
"COLE, MICHAEL KENNETH JR.",0.5623,4836,0.3752,7,1,0.310919013,0,0.542548003,NA,0.506439368
"BABIN, BRIAN",0.074,4836,2.2213,8,0,1.535180987,0,0.542548003,NA,0.506439368
NA,NA,4804,NA,NA,1,NA,0,0.539635009,1.263422732,0.553492125
"RATCLIFFE, JOHN LEE",0.448,4804,1.9138,12,0,1.176006419,0,0.539635009,1.263422732,0.553492125
NA,NA,4805,NA,NA,1,NA,0,0.571976412,1.307996331,0.214464012
"HENSARLING, JEB HON.",0.8642,4805,0.6742,8,0,0.308735961,1,0.571976412,1.307996331,0.214464012
"COZAD, DAVID EDWIN",0.5937,4806,0.091,9,1,0.256004916,0,0.56605907,1.308122517,0.197655886
"BARTON, JOE LINUS",0.5533,4806,0.9193,5,0,0.572295084,1,0.56605907,1.308122517,0.197655886
"CARGAS, JAMES P",0.4664,4807,-0.3751,5,1,0.616149924,0,0.554326068,1.378640832,0.101177587
"CULBERSON, JOHN",0.4602,4807,0.5117,6,0,0.270650076,1,0.554326068,1.378640832,0.101177587
NA,NA,4808,NA,NA,1,NA,0,0.524867361,1.277764252,0.540673952
"BRADY, KEVIN",0.659,4808,0.7113,0,0,0.012416328,1,0.524867361,1.277764252,0.540673952
"GREEN, ALEXANDER",0.5507,4809,-0.4126,6,1,0.235120729,1,0.658792622,1.230180074,-0.279918048
NA,NA,4809,NA,NA,0,NA,0,0.658792622,1.230180074,-0.279918048
"MCALEER, DONNA",0.6177,4901,-0.4524,8,1,0.933687033,0,0.488922194,1.269555787,0.319927712
"BISHOP, ROBERT",0.6608,4901,1.3052,10,0,0.823912967,1,0.488922194,1.269555787,0.319927712
"ROBLES, LUZ M",0.4047,4902,-1.116,0,1,1.409803928,0,0.513927381,1.340389724,0.149213234
"STEWART, CHRIS",0.077,4902,1.5414,0,0,1.247596072,1,0.513927381,1.340389724,0.149213234
"WONNACOTT, BRIAN",0.4237,4903,-0.4213,7,1,1.29698673,0,0.481306145,1.306271606,0.679052009
"CHAFFETZ, JASON",0.2761,4903,2.0669,5,0,1.19121327,1,0.481306145,1.306271606,0.679052009
"OWENS, H DOUGLAS",0.4087,4904,0.6524,8,1,0.514253486,0,0.50100439,NA,0.007477934
"LOVE, MIA",0.6309,4904,1.4753,5,0,1.337153486,0,0.50100439,NA,0.007477934
"MOSHER, NORMAN GARDNER",0.5294,5101,-0.6451,11,1,0.980686222,0,0.526130445,1.356689757,0.187258489
"WITTMAN, ROBERT J",0.64,5101,1.6226,11,0,1.287013778,1,0.526130445,1.356689757,0.187258489
"FOUST, JOHN",0.4961,5110,-1.1164,12,1,1.387063677,0,0.490456684,1.327063419,0.128142664
"COMSTOCK, BARBARA J",0.5959,5110,0.221,1,0,0.049663677,0,0.490456684,1.327063419,0.128142664
"CONNOLLY, GERALD EDWARD",0.9792,5111,-1.2954,9,1,1.271661106,1,0.539010188,1.381897745,-0.139928324
"SCHOLTE, SUZANNE",0.3932,5111,2.0166,1,0,2.040338894,0,0.539010188,1.381897745,-0.139928324
"PATRICK, SUZANNE D",0.5488,5102,-0.0887,5,1,0.374021062,0,0.553519588,1.254970259,0.141489082
"RIGELL, EDWARD SCOTT MR.",0.3571,5102,0.0287,4,0,0.256621062,1,0.553519588,1.254970259,0.141489082
"SCOTT, ROBERT C.",0.3415,5103,NA,0,1,NA,1,0.613488841,1.245228238,-0.329496801
NA,NA,5103,NA,NA,0,NA,0,0.613488841,1.245228238,-0.329496801
"FAUSZ, ELLIOTT GRAYSON",0.3934,5104,-0.0054,9,1,0.379588906,0,0.56308725,1.312635032,0.22240852
"FORBES, J. RANDY",0.6579,5104,0.1248,11,0,0.249388906,1,0.56308725,1.312635032,0.22240852
"GAUGHAN, WALTER LAWRENCE",0.5843,5105,-0.0034,10,1,0.239161628,0,0.557729363,1.334633678,0.09636228
"HURT, ROBERT",0.7468,5105,1.478,6,0,1.242238372,1,0.557729363,1.334633678,0.09636228
NA,NA,5106,NA,NA,1,NA,0,0.524751758,1.299110537,0.274038271
"GOODLATTE, ROBERT W.",0.5452,5106,1.4749,8,0,1.044009951,1,0.524751758,1.299110537,0.274038271
"TRAMMELL, JOHN K",0.3314,5107,-0.5083,5,1,0.792969072,0,0.508911249,1.417306126,0.140895406
"BRAT, DAVID ALAN",0.2969,5107,2.0773,12,0,1.792630928,0,0.508911249,1.417306126,0.140895406
"BEYER, DONALD STERNOFF JR",0.6691,5108,-0.447,16,1,0.024786252,0,0.523580694,1.376630175,-0.502763293
"EDMOND, MICAH K",0.5653,5108,0.1093,11,0,0.531513748,0,0.523580694,1.376630175,-0.502763293
NA,NA,5109,NA,NA,1,NA,0,0.509563828,1.23021529,0.408302048
"GRIFFITH, H MORGAN",0.5219,5109,0.3249,4,0,0.253442041,1,0.509563828,1.23021529,0.408302048
"WELCH, PETER",0.9259,5000,-0.9323,10,1,0.689836481,1,0.460611012,NA,-0.339090057
"DONKA, MARK",0.3216,5000,1.7536,12,0,1.996063519,0,0.460611012,NA,-0.339090057
"DELBENE, SUZAN K",0.6009,5301,-0.2494,16,1,0.217479832,1,0.493811884,1.470552529,-0.147377859
"CELLIS, PEDRO",0.3838,5301,0.9244,11,0,0.956320168,0,0.493811884,1.470552529,-0.147377859
"HECK, DENNIS",0.0294,5310,NA,0,1,NA,1,0.55004247,NA,-0.022211725
"MCDONALD, JOYCE",0.1516,5310,0.589,3,0,0.483459446,0,0.55004247,NA,-0.022211725
"LARSEN, RICK",0.2733,5302,-1.0553,0,1,1.046272955,1,0.534215214,1.430322532,-0.126532313
"GUILLOT, B J",0.7082,5302,0.3857,14,0,0.394727045,0,0.534215214,1.430322532,-0.126532313
"DINGETHAL, BOB",0.5696,5303,-0.436,15,1,0.612965815,0,0.507535172,1.420305584,0.042825208
"HERRERA BEUTLER, JAIME",0.1824,5303,1.4506,6,0,1.273634185,1,0.507535172,1.420305584,0.042825208
NA,NA,5304,NA,NA,1,NA,0,0.585391027,1.31180949,0.259091534
"DIDIER, CLINT",0.6075,5304,0.6337,18,0,0.219224849,0,0.585391027,1.31180949,0.259091534
"PAKOOTAS, JOSEPH A",0.7077,5305,-1.4938,11,1,1.812201411,0,0.509060946,1.363113882,0.1716107
"MCMORRIS RODGERS, CATHY",0.4455,5305,1.386,7,0,1.067598589,1,0.509060946,1.363113882,0.1716107
"KILMER, DEREK",0.7454,5306,-0.6477,12,1,0.705567195,1,0.526259045,1.380630688,-0.065621144
"MCCLENDON, MARTIN",0.2664,5306,0.8242,9,0,0.766332805,0,0.526259045,1.380630688,-0.065621144
"MCDERMOTT, JAMES",0.7326,5307,-0.5765,7,1,0.278260939,1,0.505876875,1.276229952,-0.896623144
"KELLER, CRAIG",1.0396,5307,0.1146,0,0,0.969360939,0,0.505876875,1.276229952,-0.896623144
"RITCHIE, JASON",0.556,5308,-0.1683,13,1,0.258993107,0,0.519599699,1.417478051,-0.035731205
"REICHERT, DAVE",0.3604,5308,1.0594,7,0,0.968706893,1,0.519599699,1.417478051,-0.035731205
"SMITH, D ADAM",0.7248,5309,-0.4012,5,1,0.006472575,1,0.602475622,1.408405362,-0.489522693
"BASLER, DOUGLAS MICHAEL",0.0017,5309,0.6351,4,0,1.042772575,0,0.602475622,1.408405362,-0.489522693
"ZERBAN, ROBERT T",0.739,5501,-0.0104,14,1,0.272081343,0,0.49036097,1.325336491,0.119963717
"RYAN, PAUL D",0.1148,5501,2.389,1,0,2.127318657,1,0.49036097,1.325336491,0.119963717
"POCAN, MARK",1.6099,5502,-0.9193,0,1,0.547125404,1,0.494603894,1.341437836,-0.457199679
"THERON, DANIEL PETER",-0.0107,5502,-1.0691,0,0,0.696925404,0,0.494603894,1.341437836,-0.457199679
"KIND, RONALD JAMES",0.6964,5503,-0.7068,8,1,0.869705799,1,0.476850048,1.262026466,0.03002273
"KURTZ, TONY",0.1417,5503,0.4502,8,0,0.287294201,0,0.476850048,1.262026466,0.03002273
"MOORE, GWEN S",0.471,5504,-0.8445,1,1,0.624682779,1,0.637120322,1.28200884,-0.31846926
"SEBRING, DANIEL P",0.5967,5504,0.4094,7,0,0.629217221,0,0.637120322,1.28200884,-0.31846926
"ROCKWOOD, CHRISTOPHER B",0.5704,5505,0.0655,4,1,0.435643576,0,0.454391718,1.384928356,0.338008271
"SENSENBRENNER, F. JAMES JR.",0.4297,5505,NA,0,0,NA,1,0.454391718,1.384928356,0.338008271
"HARRIS, MARK L",0.5664,5506,-0.0845,5,1,0.442185641,0,0.464221697,1.25022559,0.207381319
"GROTHMAN, GLENN S",0.7468,5506,-0.0046,8,0,0.362285641,0,0.464221697,1.25022559,0.207381319
"WESTLUND, KELLY",0.5368,5507,-0.1273,5,1,0.480698958,0,0.471197092,1.234776558,0.20347804
"DUFFY, SEAN",0.7551,5507,0.6229,9,0,0.269501042,1,0.471197092,1.234776558,0.20347804
"GRUETT, RON",0.7337,5508,-0.1508,13,1,0.475101971,0,0.474220017,1.257679028,0.176983509
"RIBBLE, REID J. REP.",0.7479,5508,0.431,8,0,0.106698029,1,0.474220017,1.257679028,0.176983509
"GAINER, GLEN III",0.4718,5401,0.6411,6,1,0.280132183,0,0.479435919,1.221945019,0.210369935
"MCKINLEY, DAVID B. MR.",0.3856,5401,0.7914,5,0,0.430432183,1,0.479435919,1.221945019,0.210369935
"CASEY, GEORGE NICHOLAS JR",0.2364,5402,0.9631,6,1,0.673515859,0,0.484165288,1.205353487,0.145370868
"MOONEY, ALEXANDER XAVIER",0.5191,5402,2.0178,11,0,1.728215859,0,0.484165288,1.205353487,0.145370868
"RAHALL, NICK J. II",0.6476,5403,0.2994,6,1,0.210258226,1,0.497966772,1.217470824,0.345761364
"JENKINS, EVAN H",0.7544,5403,-0.019,6,0,0.528658226,0,0.497966772,1.217470824,0.345761364
"Grayson, Richard",NA,5600,NA,NA,1,NA,0,0.484372945,NA,0.427016651
"LUMMIS, CYNTHIA MARIE",0.5375,5600,1.4917,6,0,0.892805093,1,0.484372945,NA,0.427016651
